local_gov,tax_type,vendor_num,fy_year,fy_total
WILLOW SPRINGS,MT,390009370,2013,209583.71
WILLOW SPRINGS,MT,390009370,2014,208461.81
WILLOW SPRINGS,MT,390009370,2015,214338.44
WILLOW SPRINGS,MT,390009370,2016,206329.07
WILLOW SPRINGS,MT,390009370,2017,202173.7
WILLOW SPRINGS,MT,390009370,2018,224475.46
WILLOW SPRINGS,MT,390009370,2019,241758.36
WILLOW SPRINGS,MT,390009370,2020,235165.74
WILLOW SPRINGS,MT,390009370,2021,229720.54
WILLOW SPRINGS,MTART,390009370,2009,14.219999999999999
WILLOW SPRINGS,NHMR,390009370,2008,37995.75
WILLOW SPRINGS,NHMR,390009370,2009,154881
WILLOW SPRINGS,NHMR,390009370,2010,121556.63
WILLOW SPRINGS,NHMR,390009370,2011,161529.03
WILLOW SPRINGS,NHMR,390009370,2012,192148.01
WILLOW SPRINGS,NHMR,390009370,2013,197064.91
WILLOW SPRINGS,NHMR,390009370,2014,196162.64
WILLOW SPRINGS,NHMR,390009370,2015,197580.56
WILLOW SPRINGS,NHMR,390009370,2016,193898.82
WILLOW SPRINGS,NHMR,390009370,2017,185984.56
WILLOW SPRINGS,NHMR,390009370,2018,202878.09
WILLOW SPRINGS,NHMR,390009370,2019,219094.27
WILLOW SPRINGS,NHMR,390009370,2020,216598.92
WILLOW SPRINGS,NHMR,390009370,2021,199664.45
WILLOWBROOK,HMR,390009355,2021,536969.61
WILLOWBROOK,MT,390009355,2006,2451206.8899999997
WILLOWBROOK,MT,390009355,2007,2694381.4899999998
WILLOWBROOK,MT,390009355,2008,2856670.36
WILLOWBROOK,MT,390009355,2009,3051972.2800000003
WILLOWBROOK,MT,390009355,2010,3011001.67
WILLOWBROOK,MT,390009355,2011,3250421.34
WILLOWBROOK,MT,390009355,2012,3450244.83
WILLOWBROOK,MT,390009355,2013,3525066.03
WILLOWBROOK,MT,390009355,2014,3477504.64
WILLOWBROOK,MT,390009355,2015,3520206.71
WILLOWBROOK,MT,390009355,2016,3613512.72
WILLOWBROOK,MT,390009355,2017,3540286.38
WILLOWBROOK,MT,390009355,2018,3731580.95
WILLOWBROOK,MT,390009355,2019,3885123.28
WILLOWBROOK,MT,390009355,2020,4142257.41
WILLOWBROOK,MT,390009355,2021,4137060.71
WILLOWBROOK,MTART,390009355,2006,2126.3500000000004
WILLOWBROOK,MTART,390009355,2007,2438.9700000000003
WILLOWBROOK,MTART,390009355,2008,2640.64
WILLOWBROOK,MTART,390009355,2009,2003.6399999999999
WILLOWBROOK,MTART,390009355,2010,1926.43
WILLOWBROOK,MTART,390009355,2011,2656.96
WILLOWBROOK,MTART,390009355,2012,5075.56
WILLOWBROOK,MTART,390009355,2013,2407.5
WILLOWBROOK,MTART,390009355,2014,2291.38
WILLOWBROOK,MTART,390009355,2015,2918.07
WILLOWBROOK,MTART,390009355,2016,3392.75
WILLOWBROOK,MTART,390009355,2017,3076.16
WILLOWBROOK,MTART,390009355,2018,2784.84
WILLOWBROOK,MTART,390009355,2019,5030.88
WILLOWBROOK,MTART,390009355,2020,2729.02
WILLOWBROOK,MTART,390009355,2021,1127.59
WILMETTE,HMR,390009380,2006,576410.65
WILMETTE,HMR,390009380,2007,591061.64
WILMETTE,HMR,390009380,2008,596253.74
WILMETTE,HMR,390009380,2009,546035.74
WILMETTE,HMR,390009380,2010,510563.63
WILMETTE,HMR,390009380,2011,517891.5
WILMETTE,HMR,390009380,2012,508850.67
WILMETTE,HMR,390009380,2013,510990.7
WILMETTE,HMR,390009380,2014,522987.64
WILMETTE,HMR,390009380,2015,840924.38
WILMETTE,HMR,390009380,2016,2075449.46
WILMETTE,HMR,390009380,2017,2144748.09
WILMETTE,HMR,390009380,2018,2039817.76
WILMETTE,HMR,390009380,2019,1906740.7
WILMETTE,HMR,390009380,2020,1731124.41
WILMETTE,HMR,390009380,2021,1594240.76
WILMETTE,MT,390009380,2006,3070546.3499999996
WILMETTE,MT,390009380,2007,3151837.02
WILMETTE,MT,390009380,2008,3227941.14
WILMETTE,MT,390009380,2009,3040717.27
WILMETTE,MT,390009380,2010,2878727.8499999996
WILMETTE,MT,390009380,2011,2920722.03
WILMETTE,MT,390009380,2012,2834985.17
WILMETTE,MT,390009380,2013,2843795.65
WILMETTE,MT,390009380,2014,3010560.44
WILMETTE,MT,390009380,2015,3157648.28
WILMETTE,MT,390009380,2016,3051345.19
WILMETTE,MT,390009380,2017,3102812.52
WILMETTE,MT,390009380,2018,2988880.54
WILMETTE,MT,390009380,2019,2770627.29
WILMETTE,MT,390009380,2020,2639723.1
WILMETTE,MT,390009380,2021,2547457.18
WILMETTE,MTART,390009380,2006,3193.74
WILMETTE,MTART,390009380,2007,1170.51
WILMETTE,MTART,390009380,2008,7.659999999999999
WILMETTE,MTART,390009380,2009,9.57
WILMINGTON,MT,390009390,2016,72.51
WILMINGTON,MT,390009390,2017,102.72
WILMINGTON,MT,390009390,2018,40.4
WILMINGTON,MT,390009390,2019,600.97
WILMINGTON,MT,390009390,2020,37.55
WILMINGTON,MT,390009390,2021,2308.61
WILMINGTON,MT,390009395,2012,880363.03
WILMINGTON,MT,390009395,2013,870358.87
WILMINGTON,MT,390009395,2014,890184.28
WILMINGTON,MT,390009395,2015,866861.99
WILMINGTON,MT,390009395,2016,903793.02
WILMINGTON,MT,390009395,2017,968192.79
WILMINGTON,MT,390009395,2018,984043.24
WILMINGTON,MT,390009395,2019,986205.23
WILMINGTON,MT,390009395,2020,989831.44
WILMINGTON,MT,390009395,2021,1127611.69
WILMINGTON,MTART,390009395,2012,14.24
WILMINGTON (GREENE COUNTY),MT,390009390,2007,11.47
WILMINGTON (GREENE COUNTY),MT,390009390,2008,33.5
WILMINGTON (GREENE COUNTY),MT,390009390,2009,350.5
WILMINGTON (GREENE COUNTY),MT,390009390,2010,384.64000000000004
WILMINGTON (GREENE COUNTY),MT,390009390,2011,156.96
WILMINGTON (WILL COUNTY),MT,390009395,2006,904885.55
WILMINGTON (WILL COUNTY),MT,390009395,2007,875333.3500000001
WILMINGTON (WILL COUNTY),MT,390009395,2008,927022.37
WILMINGTON (WILL COUNTY),MT,390009395,2009,985388.4500000001
WILMINGTON (WILL COUNTY),MT,390009395,2010,896558.7699999999
WILMINGTON (WILL COUNTY),MT,390009395,2011,887275.3400000001
WILMINGTON (WILL COUNTY),MTART,390009395,2006,6.89
WILMINGTON (WILL COUNTY),MTART,390009395,2007,5.91
WILMINGTON (WILL COUNTY),MTART,390009395,2008,1.6700000000000002
WILMINGTON (WILL COUNTY),MTART,390009395,2009,2.4899999999999998
WILMINGTON (WILL COUNTY),MTART,390009395,2010,38.379999999999995
WILMINGTON (WILL COUNTY),MTART,390009395,2011,109.41000000000001
WILSONVILLE,MT,390009400,2006,4330.49
WILSONVILLE,MT,390009400,2007,2979.06
WILSONVILLE,MT,390009400,2008,3193.4700000000003
WILSONVILLE,MT,390009400,2009,4261.74
WILSONVILLE,MT,390009400,2010,4782.73
WILSONVILLE,MT,390009400,2011,5200.74
WILSONVILLE,MT,390009400,2012,3702.16
WILSONVILLE,MT,390009400,2013,5351.25
WILSONVILLE,MT,390009400,2014,3910.97
WILSONVILLE,MT,390009400,2015,4520.39
WILSONVILLE,MT,390009400,2016,2846.1
WILSONVILLE,MT,390009400,2017,2732.5
WILSONVILLE,MT,390009400,2018,3438.84
WILSONVILLE,MT,390009400,2019,3246.3
WILSONVILLE,MT,390009400,2020,2815.33
WILSONVILLE,MT,390009400,2021,3430.86
WINCHESTER,MT,390009410,2006,170640.86
WINCHESTER,MT,390009410,2007,173310.59
WINCHESTER,MT,390009410,2008,176398.94999999998
WINCHESTER,MT,390009410,2009,160156.96
WINCHESTER,MT,390009410,2010,154909.7
WINCHESTER,MT,390009410,2011,179950.38999999998
WINCHESTER,MT,390009410,2012,164307.15
WINCHESTER,MT,390009410,2013,161575.32
WINCHESTER,MT,390009410,2014,193474.15
WINCHESTER,MT,390009410,2015,191826.54
WINCHESTER,MT,390009410,2016,195175.68
WINCHESTER,MT,390009410,2017,191056.69
WINCHESTER,MT,390009410,2018,215185.73
WINCHESTER,MT,390009410,2019,205639.26
WINCHESTER,MT,390009410,2020,209622.81
WINCHESTER,MT,390009410,2021,204190.73
WINDSOR,MT,390009420,2012,18554.11
WINDSOR,MT,390009420,2013,23125.71
WINDSOR,MT,390009420,2014,18964.82
WINDSOR,MT,390009420,2015,17655.68
WINDSOR,MT,390009420,2016,19388.82
WINDSOR,MT,390009420,2017,21115.63
WINDSOR,MT,390009420,2018,17278.1
WINDSOR,MT,390009420,2019,17045.84
WINDSOR,MT,390009420,2020,11227.36
WINDSOR,MT,390009420,2021,18403.11
WINDSOR,MT,390009430,2012,55903.62
WINDSOR,MT,390009430,2013,58234.73
WINDSOR,MT,390009430,2014,58183.84
WINDSOR,MT,390009430,2015,63139.2
WINDSOR,MT,390009430,2016,62883.64
WINDSOR,MT,390009430,2017,80501.97
WINDSOR,MT,390009430,2018,76706.7
WINDSOR,MT,390009430,2019,86935.3
WINDSOR,MT,390009430,2020,79441.08
WINDSOR,MT,390009430,2021,86880.57
WINDSOR (NEW WINDSOR),MT,390009420,2006,36459.189999999995
WINDSOR (NEW WINDSOR),MT,390009420,2007,36445.05
WINDSOR (NEW WINDSOR),MT,390009420,2008,32348.72
WINDSOR (NEW WINDSOR),MT,390009420,2009,12396.89
WINDSOR (NEW WINDSOR),MT,390009420,2010,9007.05
WINDSOR (NEW WINDSOR),MT,390009420,2011,10662.3
WINDSOR (SHELBY COUNTY),MT,390009430,2006,46438.52
WINDSOR (SHELBY COUNTY),MT,390009430,2007,45143.56
WINDSOR (SHELBY COUNTY),MT,390009430,2008,48243.78
WINDSOR (SHELBY COUNTY),MT,390009430,2009,50199.9
WINDSOR (SHELBY COUNTY),MT,390009430,2010,45552.4
WINDSOR (SHELBY COUNTY),MT,390009430,2011,52232.27
WINFIELD,MT,390009440,2006,317883.01
WINFIELD,MT,390009440,2007,342676.72000000003
WINFIELD,MT,390009440,2008,362777.54
WINFIELD,MT,390009440,2009,422578.94
WINFIELD,MT,390009440,2010,396287.95
WINFIELD,MT,390009440,2011,432331.31
WINFIELD,MT,390009440,2012,479961.72
WINFIELD,MT,390009440,2013,464905.87
WINFIELD,MT,390009440,2014,532513.07
WINFIELD,MT,390009440,2015,512420.32
WINFIELD,MT,390009440,2016,510860.15
WINFIELD,MT,390009440,2017,494160.32
WINFIELD,MT,390009440,2018,490501.66
WINFIELD,MT,390009440,2019,492991.88
WINFIELD,MT,390009440,2020,521869.55
WINFIELD,MT,390009440,2021,520904.97
WINFIELD,NHMR,390009440,2014,10883.36
WINFIELD,NHMR,390009440,2015,131770.62
WINFIELD,NHMR,390009440,2016,151348.1
WINFIELD,NHMR,390009440,2017,154240.53
WINFIELD,NHMR,390009440,2018,153146.92
WINFIELD,NHMR,390009440,2019,151931.26
WINFIELD,NHMR,390009440,2020,151019.79
WINFIELD,NHMR,390009440,2021,162358.83
WINNEBAGO,MT,390009450,2006,279317.36
WINNEBAGO,MT,390009450,2007,277399.36
WINNEBAGO,MT,390009450,2008,322000.05
WINNEBAGO,MT,390009450,2009,322200.06
WINNEBAGO,MT,390009450,2010,324212.83
WINNEBAGO,MT,390009450,2011,290228.19
WINNEBAGO,MT,390009450,2012,302258.94
WINNEBAGO,MT,390009450,2013,322323.99
WINNEBAGO,MT,390009450,2014,324885.5
WINNEBAGO,MT,390009450,2015,334105.18
WINNEBAGO,MT,390009450,2016,319577.49
WINNEBAGO,MT,390009450,2017,325619.4
WINNEBAGO,MT,390009450,2018,335396.27
WINNEBAGO,MT,390009450,2019,348776.02
WINNEBAGO,MT,390009450,2020,347183.06
WINNEBAGO,MT,390009450,2021,428331
WINNEBAGO,NHMR,390009450,2012,42462.81
WINNEBAGO,NHMR,390009450,2013,211338.66
WINNEBAGO,NHMR,390009450,2014,209699.91
WINNEBAGO,NHMR,390009450,2015,213217.02
WINNEBAGO,NHMR,390009450,2016,200633.3
WINNEBAGO,NHMR,390009450,2017,200658.83
WINNEBAGO,NHMR,390009450,2018,213590.19
WINNEBAGO,NHMR,390009450,2019,227804.66
WINNEBAGO,NHMR,390009450,2020,220615.36
WINNEBAGO,NHMR,390009450,2021,275756.05
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2006,8201097.53
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2007,8575802.02
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2008,8452755.46
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2009,7751127.49
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2010,7120668.21
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2011,7437342.72
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2012,7707212.85
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2013,7747634.38
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2014,7903705.18
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2015,8187522.12
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2016,8146560.36
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2017,8090613.39
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2018,8436273.46
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2019,8626856.22
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2020,8391528.78
WINNEBAGO COUNTY GOVERNMENT,CST,290000201,2021,8643194.59
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2006,1099810.73
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2007,1245270.77
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2008,1199829.41
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2009,1063961.86
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2010,925354.09
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2011,1087796.07
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2012,1073393
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2013,1056440.42
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2014,1133194.88
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2015,1106789.06
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2016,1078992.43
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2017,1045278.85
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2018,1306463.32
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2019,1589357.39
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2020,1110505.65
WINNEBAGO COUNTY GOVERNMENT,CT,290000201,2021,1216112.65
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2006,28376769.22
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2007,29400326.650000002
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2008,29172940.279999997
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2009,27319508.939999998
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2010,25300182.330000002
WINNEBAGO COUNTY GOVERNMENT,CTPS,290000201,2011,26108706.74
