local_gov,tax_type,vendor_num,fy_year,fy_total
FOOSLAND,MT,390003085,2018,218.62
FOOSLAND,MT,390003085,2019,162.43
FOOSLAND,MT,390003085,2020,152.38
FOOSLAND,MT,390003085,2021,793.44
FORD COUNTY GOVERNMENT,CST,290000053,2006,240861.37
FORD COUNTY GOVERNMENT,CST,290000053,2007,246126
FORD COUNTY GOVERNMENT,CST,290000053,2008,256986.51
FORD COUNTY GOVERNMENT,CST,290000053,2009,263633.33999999997
FORD COUNTY GOVERNMENT,CST,290000053,2010,255333.44
FORD COUNTY GOVERNMENT,CST,290000053,2011,266365.18
FORD COUNTY GOVERNMENT,CST,290000053,2012,274439.62
FORD COUNTY GOVERNMENT,CST,290000053,2013,258115.02
FORD COUNTY GOVERNMENT,CST,290000053,2014,277788.31
FORD COUNTY GOVERNMENT,CST,290000053,2015,306106.95
FORD COUNTY GOVERNMENT,CST,290000053,2016,270630.8
FORD COUNTY GOVERNMENT,CST,290000053,2017,263984.12
FORD COUNTY GOVERNMENT,CST,290000053,2018,275684.65
FORD COUNTY GOVERNMENT,CST,290000053,2019,268613.04
FORD COUNTY GOVERNMENT,CST,290000053,2020,274009.56
FORD COUNTY GOVERNMENT,CST,290000053,2021,272292.3
FORD COUNTY GOVERNMENT,CT,290000053,2006,44490.98
FORD COUNTY GOVERNMENT,CT,290000053,2007,88622.75
FORD COUNTY GOVERNMENT,CT,290000053,2008,91592.08
FORD COUNTY GOVERNMENT,CT,290000053,2009,103712.79
FORD COUNTY GOVERNMENT,CT,290000053,2010,100141.68000000001
FORD COUNTY GOVERNMENT,CT,290000053,2011,84962.63
FORD COUNTY GOVERNMENT,CT,290000053,2012,99376.81
FORD COUNTY GOVERNMENT,CT,290000053,2013,40330.4
FORD COUNTY GOVERNMENT,CT,290000053,2014,46108.35
FORD COUNTY GOVERNMENT,CT,290000053,2015,61858.87
FORD COUNTY GOVERNMENT,CT,290000053,2016,44010.34
FORD COUNTY GOVERNMENT,CT,290000053,2017,61314.02
FORD COUNTY GOVERNMENT,CT,290000053,2018,63502.69
FORD COUNTY GOVERNMENT,CT,290000053,2019,32864.32
FORD COUNTY GOVERNMENT,CT,290000053,2020,33994.18
FORD COUNTY GOVERNMENT,CT,290000053,2021,47007.09
FORD HEIGHTS,MT,390002530,2006,54180.719999999994
FORD HEIGHTS,MT,390002530,2007,62088.01
FORD HEIGHTS,MT,390002530,2008,72295.16
FORD HEIGHTS,MT,390002530,2009,60387.65
FORD HEIGHTS,MT,390002530,2010,60023.1
FORD HEIGHTS,MT,390002530,2011,57951.880000000005
FORD HEIGHTS,MT,390002530,2012,57175.03
FORD HEIGHTS,MT,390002530,2013,60323.06
FORD HEIGHTS,MT,390002530,2014,64725.78
FORD HEIGHTS,MT,390002530,2015,66141.3
FORD HEIGHTS,MT,390002530,2016,64249.17
FORD HEIGHTS,MT,390002530,2017,67786.1
FORD HEIGHTS,MT,390002530,2018,82007.86
FORD HEIGHTS,MT,390002530,2019,91942.2
FORD HEIGHTS,MT,390002530,2020,87061.19
FORD HEIGHTS,MT,390002530,2021,113750.88
FOREST CITY,MT,390003090,2006,6966.120000000001
FOREST CITY,MT,390003090,2007,677.38
FOREST CITY,MT,390003090,2008,4817.6900000000005
FOREST CITY,MT,390003090,2009,660.3
FOREST CITY,MT,390003090,2010,1878.55
FOREST CITY,MT,390003090,2011,3110.61
FOREST CITY,MT,390003090,2012,1761.82
FOREST CITY,MT,390003090,2013,2762.94
FOREST CITY,MT,390003090,2014,5214.47
FOREST CITY,MT,390003090,2015,2705.99
FOREST CITY,MT,390003090,2016,3720.91
FOREST CITY,MT,390003090,2017,3575.53
FOREST CITY,MT,390003090,2018,1599.63
FOREST CITY,MT,390003090,2019,1604.61
FOREST CITY,MT,390003090,2020,1663.82
FOREST CITY,MT,390003090,2021,2696.43
FOREST PARK,MMFT,390003100,2021,150042.2
FOREST PARK,MT,390003100,2006,3237871.86
FOREST PARK,MT,390003100,2007,3221927.7
FOREST PARK,MT,390003100,2008,3187957.59
FOREST PARK,MT,390003100,2009,2954494.92
FOREST PARK,MT,390003100,2010,2707791.55
FOREST PARK,MT,390003100,2011,2806712.62
FOREST PARK,MT,390003100,2012,2860424.03
FOREST PARK,MT,390003100,2013,3114488.12
FOREST PARK,MT,390003100,2014,3172543.53
FOREST PARK,MT,390003100,2015,3592185.25
FOREST PARK,MT,390003100,2016,3291358.19
FOREST PARK,MT,390003100,2017,3209206.14
FOREST PARK,MT,390003100,2018,3092692.16
FOREST PARK,MT,390003100,2019,3425967.68
FOREST PARK,MT,390003100,2020,3502918.01
FOREST PARK,MT,390003100,2021,3329802.6
FOREST PARK,MTART,390003100,2006,14410.77
FOREST PARK,MTART,390003100,2007,16717.72
FOREST PARK,MTART,390003100,2008,17530.23
FOREST PARK,MTART,390003100,2009,17052.8
FOREST PARK,MTART,390003100,2010,17138.34
FOREST PARK,MTART,390003100,2011,18503.03
FOREST PARK,MTART,390003100,2012,18821.71
FOREST PARK,MTART,390003100,2013,18484.04
FOREST PARK,MTART,390003100,2014,24116
FOREST PARK,MTART,390003100,2015,23308.87
FOREST PARK,MTART,390003100,2016,28487.05
FOREST PARK,MTART,390003100,2017,30181.66
FOREST PARK,MTART,390003100,2018,31949.06
FOREST PARK,MTART,390003100,2019,28677.47
FOREST PARK,MTART,390003100,2020,25796.07
FOREST PARK,MTART,390003100,2021,33501.18
FOREST PARK,NHMR,390003100,2006,1072233.98
FOREST PARK,NHMR,390003100,2007,1075797.3800000001
FOREST PARK,NHMR,390003100,2008,1024456.06
FOREST PARK,NHMR,390003100,2009,964265.72
FOREST PARK,NHMR,390003100,2010,916056.5
FOREST PARK,NHMR,390003100,2011,967315.3300000001
FOREST PARK,NHMR,390003100,2012,965744.97
FOREST PARK,NHMR,390003100,2013,996940.72
FOREST PARK,NHMR,390003100,2014,1018904.76
FOREST PARK,NHMR,390003100,2015,1870599.23
FOREST PARK,NHMR,390003100,2016,1918682.76
FOREST PARK,NHMR,390003100,2017,1842164.25
FOREST PARK,NHMR,390003100,2018,1820182.86
FOREST PARK,NHMR,390003100,2019,1944106.78
FOREST PARK,NHMR,390003100,2020,1882741.18
FOREST PARK,NHMR,390003100,2021,1785211.26
FOREST VIEW,HMR,390003105,2006,445262.14999999997
FOREST VIEW,HMR,390003105,2007,514212.44
FOREST VIEW,HMR,390003105,2008,589739.97
FOREST VIEW,HMR,390003105,2009,444076.85
FOREST VIEW,HMR,390003105,2010,361791.3
FOREST VIEW,HMR,390003105,2011,444077.63999999996
FOREST VIEW,HMR,390003105,2012,439009.19
FOREST VIEW,HMR,390003105,2013,455321.74
FOREST VIEW,HMR,390003105,2014,424337.36
FOREST VIEW,HMR,390003105,2015,420143.24
FOREST VIEW,HMR,390003105,2016,279671.54
FOREST VIEW,HMR,390003105,2017,290246.25
FOREST VIEW,HMR,390003105,2018,319131.42
FOREST VIEW,HMR,390003105,2019,320577.04
FOREST VIEW,HMR,390003105,2020,320287.74
FOREST VIEW,HMR,390003105,2021,282361.59
FOREST VIEW,MT,390003105,2006,565888.2799999999
FOREST VIEW,MT,390003105,2007,704361.24
FOREST VIEW,MT,390003105,2008,754075.1
FOREST VIEW,MT,390003105,2009,621243.72
FOREST VIEW,MT,390003105,2010,514990.22000000003
FOREST VIEW,MT,390003105,2011,598614.3200000001
FOREST VIEW,MT,390003105,2012,640817.75
FOREST VIEW,MT,390003105,2013,640298.3
FOREST VIEW,MT,390003105,2014,584091.36
FOREST VIEW,MT,390003105,2015,594872.71
FOREST VIEW,MT,390003105,2016,544811.14
FOREST VIEW,MT,390003105,2017,523805.25
FOREST VIEW,MT,390003105,2018,574791.21
FOREST VIEW,MT,390003105,2019,554356.96
FOREST VIEW,MT,390003105,2020,514027.21
FOREST VIEW,MT,390003105,2021,446811.13
FOREST VIEW,NHMR,390003105,2006,2053.2799999999997
FOREST VIEW,NHMR,390003105,2012,4.68
FORREST,MT,390003110,2006,83889.31
FORREST,MT,390003110,2007,101704.47
FORREST,MT,390003110,2008,126363.40999999999
FORREST,MT,390003110,2009,143964.17
FORREST,MT,390003110,2010,128690.47
FORREST,MT,390003110,2011,148811.93
FORREST,MT,390003110,2012,169252.37
FORREST,MT,390003110,2013,161045.37
FORREST,MT,390003110,2014,199941.67
FORREST,MT,390003110,2015,189798.28
FORREST,MT,390003110,2016,169023.68
FORREST,MT,390003110,2017,176918.24
FORREST,MT,390003110,2018,194419.72
FORREST,MT,390003110,2019,199171.53
FORREST,MT,390003110,2020,197273
FORREST,MT,390003110,2021,191267.4
FORRESTON,MT,390003120,2006,59301.77
FORRESTON,MT,390003120,2007,65008.74
FORRESTON,MT,390003120,2008,75604.38
FORRESTON,MT,390003120,2009,77473.69
FORRESTON,MT,390003120,2010,75146.04
FORRESTON,MT,390003120,2011,98202.7
FORRESTON,MT,390003120,2012,110138.31
FORRESTON,MT,390003120,2013,88934.78
FORRESTON,MT,390003120,2014,109063.06
FORRESTON,MT,390003120,2015,108922.73
FORRESTON,MT,390003120,2016,94529.69
FORRESTON,MT,390003120,2017,90539.19
FORRESTON,MT,390003120,2018,102921.52
FORRESTON,MT,390003120,2019,116426
FORRESTON,MT,390003120,2020,119811.54
FORRESTON,MT,390003120,2021,138647.13
FORSYTH,MT,390003122,2006,2272173.48
FORSYTH,MT,390003122,2007,2334579.9299999997
FORSYTH,MT,390003122,2008,2295830.88
FORSYTH,MT,390003122,2009,2339021.62
FORSYTH,MT,390003122,2010,2279176.8299999996
FORSYTH,MT,390003122,2011,2292677.06
FORSYTH,MT,390003122,2012,2307448.67
FORSYTH,MT,390003122,2013,2225562.49
FORSYTH,MT,390003122,2014,2203520.82
FORSYTH,MT,390003122,2015,2242122.34
FORSYTH,MT,390003122,2016,2295126.12
FORSYTH,MT,390003122,2017,2237919.64
FORSYTH,MT,390003122,2018,2285875.87
FORSYTH,MT,390003122,2019,2316164.29
FORSYTH,MT,390003122,2020,2391490.11
FORSYTH,MT,390003122,2021,2394915.92
FORSYTH,MTART,390003122,2006,0.99
FORSYTH,MTART,390003122,2007,61.51
FORSYTH,MTART,390003122,2016,7.87
FORSYTH,MTART,390003122,2017,26.55
FORSYTH,MTART,390003122,2018,27.74
FORSYTH,MTART,390003122,2019,19.68
FORSYTH,MTART,390003122,2020,32.47
FORSYTH,MTART,390003122,2021,26.57
FORSYTH,NHMR,390003122,2006,1003751.4
FORSYTH,NHMR,390003122,2007,1060009.79
FORSYTH,NHMR,390003122,2008,1260265.29
FORSYTH,NHMR,390003122,2009,2126642.69
FORSYTH,NHMR,390003122,2010,2108690.88
FORSYTH,NHMR,390003122,2011,2075547.3
FORSYTH,NHMR,390003122,2012,2063741.98
FORSYTH,NHMR,390003122,2013,1988924.2
FORSYTH,NHMR,390003122,2014,1966669.92
FORSYTH,NHMR,390003122,2015,1997250.4
FORSYTH,NHMR,390003122,2016,2045279.27
FORSYTH,NHMR,390003122,2017,1981980.78
FORSYTH,NHMR,390003122,2018,1988201.51
FORSYTH,NHMR,390003122,2019,1994340.66
FORSYTH,NHMR,390003122,2020,1941984.78
FORSYTH,NHMR,390003122,2021,1937645.98
FOX LAKE,MT,390003130,2006,2968615.23
FOX LAKE,MT,390003130,2007,3078498.06
FOX LAKE,MT,390003130,2008,2926748.8299999996
FOX LAKE,MT,390003130,2009,2625202.57
FOX LAKE,MT,390003130,2010,2411044.77
FOX LAKE,MT,390003130,2011,2558696.67
FOX LAKE,MT,390003130,2012,2696246.89
FOX LAKE,MT,390003130,2013,2736808.83
FOX LAKE,MT,390003130,2014,2844797.16
FOX LAKE,MT,390003130,2015,2929419.32
FOX LAKE,MT,390003130,2016,3004132.56
FOX LAKE,MT,390003130,2017,3014965.6
FOX LAKE,MT,390003130,2018,3231896.96
FOX LAKE,MT,390003130,2019,3260964.05
FOX LAKE,MT,390003130,2020,3125868.6
FOX LAKE,MT,390003130,2021,3512036.69
FOX LAKE,MTART,390003130,2006,132.14
FOX LAKE,MTART,390003130,2007,88.72
FOX LAKE,MTART,390003130,2008,41.02
FOX LAKE,MTART,390003130,2009,46.27
FOX LAKE,MTART,390003130,2010,32.5
FOX LAKE,MTART,390003130,2012,78.42
FOX LAKE,MTART,390003130,2014,52.98
FOX LAKE,MTART,390003130,2015,7.12
FOX LAKE,MTART,390003130,2016,61.98
FOX LAKE,MTART,390003130,2017,183.73
FOX LAKE,MTART,390003130,2018,191.77
FOX LAKE,MTART,390003130,2019,175.49
FOX LAKE,MTART,390003130,2020,121.67
FOX LAKE,MTART,390003130,2021,161.82
FOX RIVER GROVE,MT,390003140,2006,425806.1
FOX RIVER GROVE,MT,390003140,2007,484176.5
FOX RIVER GROVE,MT,390003140,2008,518447.66
FOX RIVER GROVE,MT,390003140,2009,491908.5
FOX RIVER GROVE,MT,390003140,2010,446450.26
FOX RIVER GROVE,MT,390003140,2011,470978.57
FOX RIVER GROVE,MT,390003140,2012,503695.29
FOX RIVER GROVE,MT,390003140,2013,504135.91
FOX RIVER GROVE,MT,390003140,2014,476453.09
FOX RIVER GROVE,MT,390003140,2015,525126.12
FOX RIVER GROVE,MT,390003140,2016,597491.81
FOX RIVER GROVE,MT,390003140,2017,598686.34
FOX RIVER GROVE,MT,390003140,2018,610597.31
FOX RIVER GROVE,MT,390003140,2019,610052.12
FOX RIVER GROVE,MT,390003140,2020,605995.91
FOX RIVER GROVE,MT,390003140,2021,641227.72
FRANKFORT,CT,390003160,2013,0
FRANKFORT,MT,390003160,2006,4402689.84
FRANKFORT,MT,390003160,2007,4911957.24
FRANKFORT,MT,390003160,2008,5011382.46
FRANKFORT,MT,390003160,2009,4533459.34
FRANKFORT,MT,390003160,2010,4341982.149999999
FRANKFORT,MT,390003160,2011,4567726.29
FRANKFORT,MT,390003160,2012,4692590.72
FRANKFORT,MT,390003160,2013,4833163.18
FRANKFORT,MT,390003160,2014,5443093.12
FRANKFORT,MT,390003160,2015,5793993.42
FRANKFORT,MT,390003160,2016,6075003.47
FRANKFORT,MT,390003160,2017,6004267.95
FRANKFORT,MT,390003160,2018,6048103.81
FRANKFORT,MT,390003160,2019,5942547.45
FRANKFORT,MT,390003160,2020,5838379.98
FRANKFORT,MT,390003160,2021,6184893
FRANKFORT,MTART,390003160,2006,5777.110000000001
FRANKFORT,MTART,390003160,2007,3987.75
FRANKFORT,MTART,390003160,2008,3357.22
FRANKFORT,MTART,390003160,2009,2364.65
FRANKFORT,MTART,390003160,2010,3247.48
FRANKFORT,MTART,390003160,2011,2563.19
FRANKFORT,MTART,390003160,2012,1452.87
FRANKFORT,MTART,390003160,2013,1485.12
FRANKFORT,MTART,390003160,2014,2579.23
FRANKFORT,MTART,390003160,2015,3005.8
FRANKFORT,MTART,390003160,2016,3193.06
FRANKFORT,MTART,390003160,2017,1915.03
FRANKFORT,MTART,390003160,2018,1561.79
FRANKFORT,MTART,390003160,2019,1586
FRANKFORT,MTART,390003160,2020,1916.61
FRANKFORT,MTART,390003160,2021,1704.41
FRANKFORT,NHMR,390003160,2020,2044752.35
FRANKFORT,NHMR,390003160,2021,2976075.37
FRANKLIN,MT,390003170,2006,32478.9
FRANKLIN,MT,390003170,2007,28693.43
FRANKLIN,MT,390003170,2008,26776.18
FRANKLIN,MT,390003170,2009,28571.89
FRANKLIN,MT,390003170,2010,29569.149999999998
FRANKLIN,MT,390003170,2011,24644.67
FRANKLIN,MT,390003170,2012,33804.47
FRANKLIN,MT,390003170,2013,33907.08
FRANKLIN,MT,390003170,2014,26329.95
FRANKLIN,MT,390003170,2015,19232.94
FRANKLIN,MT,390003170,2016,16642.87
FRANKLIN,MT,390003170,2017,31688.66
FRANKLIN,MT,390003170,2018,31187.88
FRANKLIN,MT,390003170,2019,32051.31
FRANKLIN,MT,390003170,2020,33128.28
FRANKLIN,MT,390003170,2021,27554.85
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2006,653788.75
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2007,679743.9400000001
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2008,682148.9600000001
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2009,677189.09
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2010,693331.76
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2011,736584.14
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2012,764297.78
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2013,760107
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2014,762936.15
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2015,735817.44
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2016,719867.64
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2017,704091.59
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2018,721646.83
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2019,751300.03
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2020,719040.87
FRANKLIN COUNTY GOVERNMENT,CST,290000055,2021,790055.15
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2006,261415.43
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2007,286922.25
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2008,275769.21
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2009,262909.06
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2010,237092.7
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2011,259943.31
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2012,259512.63
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2013,224427.85
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2014,240174.95
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2015,194520.29
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2016,216359.12
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2017,207929.82
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2018,193857.06
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2019,239804.39
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2020,205440.51
FRANKLIN COUNTY GOVERNMENT,CT,290000055,2021,263346.37
FRANKLIN COUNTY GOVERNMENT,CTPS,290000055,2020,1652802
FRANKLIN COUNTY GOVERNMENT,CTPS,290000055,2021,2539671.37
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2012,563235.97
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2013,2397379.01
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2014,2367468.98
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2015,2347874.42
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2016,2288380.5
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2017,2261704.89
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2018,2324343.62
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2019,2393809.67
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2020,2311720.45
FRANKLIN COUNTY GOVERNMENT,CTSF,290000055,2021,2529470.81
FRANKLIN GROVE,MT,390003180,2006,32999.77
FRANKLIN GROVE,MT,390003180,2007,29588.04
FRANKLIN GROVE,MT,390003180,2008,31818.45
FRANKLIN GROVE,MT,390003180,2009,30954.93
FRANKLIN GROVE,MT,390003180,2010,26998.27
FRANKLIN GROVE,MT,390003180,2011,29961.629999999997
FRANKLIN GROVE,MT,390003180,2012,31203.34
FRANKLIN GROVE,MT,390003180,2013,31058.88
FRANKLIN GROVE,MT,390003180,2014,34313.8
FRANKLIN GROVE,MT,390003180,2015,31574.04
FRANKLIN GROVE,MT,390003180,2016,28399.13
FRANKLIN GROVE,MT,390003180,2017,29252.84
FRANKLIN GROVE,MT,390003180,2018,33843.02
FRANKLIN GROVE,MT,390003180,2019,32458.69
FRANKLIN GROVE,MT,390003180,2020,32522.1
FRANKLIN GROVE,MT,390003180,2021,33158.35
FRANKLIN PARK,MT,390003190,2006,2108938.5
FRANKLIN PARK,MT,390003190,2007,2686774.3499999996
FRANKLIN PARK,MT,390003190,2008,2853544.1
FRANKLIN PARK,MT,390003190,2009,2846340.17
FRANKLIN PARK,MT,390003190,2010,2436038.44
FRANKLIN PARK,MT,390003190,2011,2023821.06
FRANKLIN PARK,MT,390003190,2012,1822068.07
FRANKLIN PARK,MT,390003190,2013,1812946.13
FRANKLIN PARK,MT,390003190,2014,1775017.06
FRANKLIN PARK,MT,390003190,2015,2206591.97
FRANKLIN PARK,MT,390003190,2016,2026389.83
FRANKLIN PARK,MT,390003190,2017,2018955.79
FRANKLIN PARK,MT,390003190,2018,2053615.64
FRANKLIN PARK,MT,390003190,2019,2133052.74
FRANKLIN PARK,MT,390003190,2020,2182078.54
FRANKLIN PARK,MT,390003190,2021,2360908.94
FRANKLIN PARK,MTART,390003190,2006,5334.02
FRANKLIN PARK,MTART,390003190,2007,6173.17
FRANKLIN PARK,MTART,390003190,2008,8138.469999999999
FRANKLIN PARK,MTART,390003190,2009,9404.630000000001
FRANKLIN PARK,MTART,390003190,2010,4449.820000000001
FRANKLIN PARK,MTART,390003190,2011,5075.160000000001
FRANKLIN PARK,MTART,390003190,2012,4988.04
FRANKLIN PARK,MTART,390003190,2013,4284.35
FRANKLIN PARK,MTART,390003190,2014,29362.67
FRANKLIN PARK,MTART,390003190,2015,84616.35
FRANKLIN PARK,MTART,390003190,2016,55425.04
FRANKLIN PARK,MTART,390003190,2017,50940.79
FRANKLIN PARK,MTART,390003190,2018,48339.1
FRANKLIN PARK,MTART,390003190,2019,34419.34
FRANKLIN PARK,MTART,390003190,2020,120453.88
FRANKLIN PARK,MTART,390003190,2021,48789.44
FRANKLIN PARK,NHMR,390003190,2015,1188538.58
FRANKLIN PARK,NHMR,390003190,2016,1493732.65
FRANKLIN PARK,NHMR,390003190,2017,1536514.77
FRANKLIN PARK,NHMR,390003190,2018,1498353.44
FRANKLIN PARK,NHMR,390003190,2019,1539449.11
FRANKLIN PARK,NHMR,390003190,2020,1576068.95
FRANKLIN PARK,NHMR,390003190,2021,1697954.32
FREEBURG,MED,390003200,2018,34.39
FREEBURG,MED,390003200,2019,237.32
FREEBURG,MT,390003200,2006,299530.28
FREEBURG,MT,390003200,2007,353616.87
FREEBURG,MT,390003200,2008,366131.88
FREEBURG,MT,390003200,2009,372025.88
FREEBURG,MT,390003200,2010,385172.87
FREEBURG,MT,390003200,2011,397795.43000000005
FREEBURG,MT,390003200,2012,407032.93
FREEBURG,MT,390003200,2013,377163.42
FREEBURG,MT,390003200,2014,365603.25
FREEBURG,MT,390003200,2015,381384.7
FREEBURG,MT,390003200,2016,392006.92
FREEBURG,MT,390003200,2017,394860.32
FREEBURG,MT,390003200,2018,408388.81
FREEBURG,MT,390003200,2019,412694.36
FREEBURG,MT,390003200,2020,458827.51
FREEBURG,MT,390003200,2021,514570.79
FREEBURG,MTART,390003200,2021,14.76
FREEMANSPUR,MT,390003210,2006,909.06
FREEMANSPUR,MT,390003210,2007,768.2800000000001
FREEMANSPUR,MT,390003210,2008,1088.81
FREEMANSPUR,MT,390003210,2009,1256.47
FREEMANSPUR,MT,390003210,2010,580.1700000000001
FREEMANSPUR,MT,390003210,2011,782.48
FREEMANSPUR,MT,390003210,2012,567.57
FREEMANSPUR,MT,390003210,2013,1185.89
FREEMANSPUR,MT,390003210,2014,1247.44
FREEMANSPUR,MT,390003210,2015,956.72
FREEMANSPUR,MT,390003210,2016,1421.65
FREEMANSPUR,MT,390003210,2017,516.26
FREEMANSPUR,MT,390003210,2018,651.9
FREEMANSPUR,MT,390003210,2019,559.14
FREEMANSPUR,MT,390003210,2020,651.23
FREEMANSPUR,MT,390003210,2021,1973.09
FREEPORT,HMR,390003220,2006,585705.38
FREEPORT,HMR,390003220,2007,593280.9
FREEPORT,HMR,390003220,2008,1045885.8200000001
FREEPORT,HMR,390003220,2009,1276842.3
FREEPORT,HMR,390003220,2010,1672484.6300000001
FREEPORT,HMR,390003220,2011,3260461.19
FREEPORT,HMR,390003220,2012,3351060.1
FREEPORT,HMR,390003220,2013,3312142.84
FREEPORT,HMR,390003220,2014,3267249.91
FREEPORT,HMR,390003220,2015,3319070.75
FREEPORT,HMR,390003220,2016,3335030.16
FREEPORT,HMR,390003220,2017,3321669.64
FREEPORT,HMR,390003220,2018,3460977.28
FREEPORT,HMR,390003220,2019,3523360.77
FREEPORT,HMR,390003220,2020,3527865.49
FREEPORT,HMR,390003220,2021,3755092.77
FREEPORT,MT,390003220,2006,3630814.4299999997
FREEPORT,MT,390003220,2007,3800431.16
FREEPORT,MT,390003220,2008,3839146.63
FREEPORT,MT,390003220,2009,3882884.64
FREEPORT,MT,390003220,2010,3805662.2600000002
FREEPORT,MT,390003220,2011,3991981.9699999997
FREEPORT,MT,390003220,2012,4107345.41
FREEPORT,MT,390003220,2013,4065619.37
FREEPORT,MT,390003220,2014,4101861.26
FREEPORT,MT,390003220,2015,4193936.59
FREEPORT,MT,390003220,2016,4240991.15
FREEPORT,MT,390003220,2017,4228525.53
FREEPORT,MT,390003220,2018,4354963.98
FREEPORT,MT,390003220,2019,4468462.44
FREEPORT,MT,390003220,2020,4640490.04
FREEPORT,MT,390003220,2021,4668953.62
FREEPORT,MTART,390003220,2006,5261.98
FREEPORT,MTART,390003220,2007,5762.46
FREEPORT,MTART,390003220,2008,5597.820000000001
FREEPORT,MTART,390003220,2009,5987.75
FREEPORT,MTART,390003220,2010,5432.42
FREEPORT,MTART,390003220,2011,5704.78
FREEPORT,MTART,390003220,2012,5727.54
FREEPORT,MTART,390003220,2013,6202.95
FREEPORT,MTART,390003220,2014,7435.39
FREEPORT,MTART,390003220,2015,7287.22
FREEPORT,MTART,390003220,2016,7123.45
FREEPORT,MTART,390003220,2017,8290.81
FREEPORT,MTART,390003220,2018,7644.31
FREEPORT,MTART,390003220,2019,10867.82
FREEPORT,MTART,390003220,2020,11202.32
FREEPORT,MTART,390003220,2021,6886.38
FULTON,MT,390003230,2006,248362.94999999998
FULTON,MT,390003230,2007,240526.62
FULTON,MT,390003230,2008,264234.41000000003
FULTON,MT,390003230,2009,254600.59
FULTON,MT,390003230,2010,250484.52
FULTON,MT,390003230,2011,279632.25
FULTON,MT,390003230,2012,296113.77
FULTON,MT,390003230,2013,281502
FULTON,MT,390003230,2014,261246.76
FULTON,MT,390003230,2015,271925.77
FULTON,MT,390003230,2016,291811.7
FULTON,MT,390003230,2017,257297.63
FULTON,MT,390003230,2018,271762.99
FULTON,MT,390003230,2019,272565.03
FULTON,MT,390003230,2020,269864.03
FULTON,MT,390003230,2021,320527.76
FULTON,NHMR,390003230,2012,115160.97
FULTON,NHMR,390003230,2013,139888.65
FULTON,NHMR,390003230,2014,128634.02
FULTON,NHMR,390003230,2015,130703.86
FULTON,NHMR,390003230,2016,135089.45
FULTON,NHMR,390003230,2017,119146.45
FULTON,NHMR,390003230,2018,134605.47
FULTON,NHMR,390003230,2019,142674.01
FULTON,NHMR,390003230,2020,131318.57
FULTON,NHMR,390003230,2021,125883.82
FULTON COUNTY GOVERNMENT,CST,290000057,2006,541373.47
FULTON COUNTY GOVERNMENT,CST,290000057,2007,531631.09
FULTON COUNTY GOVERNMENT,CST,290000057,2008,584997.43
FULTON COUNTY GOVERNMENT,CST,290000057,2009,574851.3500000001
FULTON COUNTY GOVERNMENT,CST,290000057,2010,549353.3600000001
FULTON COUNTY GOVERNMENT,CST,290000057,2011,591153.4
FULTON COUNTY GOVERNMENT,CST,290000057,2012,603010.06
FULTON COUNTY GOVERNMENT,CST,290000057,2013,596966.16
FULTON COUNTY GOVERNMENT,CST,290000057,2014,746507.89
FULTON COUNTY GOVERNMENT,CST,290000057,2015,658132.55
FULTON COUNTY GOVERNMENT,CST,290000057,2016,626981.4
