district number,county,fy_min,fy_max,name,names,pop
1401640102600,016,2002,2007,elmwood park cusd 401,"elmwood park c u sch dist 401,elmwood park cusd 401",2508.96
1501629902500,016,1997,2019,city of chicago sd 299,"chicago board of edu,chicago public schoo,city of chicago school dist 299,city of chicago sd 299",329955.95
1601942402600,019,1997,2019,genoa kingston cusd 424,"genoa kingston commu,genoa-kingston cusd,genoa-kingston commu,genoa kingston c u s dist 424,genoa kingston cusd 424",1497.73
1601942502600,019,1997,2019,indian creek cusd 425,"indian creek communi,indian creek comm unit dist 425,indian creek cusd 425",629.78
1601942602600,019,1997,2019,hiawatha cusd 426,"hiawatha cu sch,hiawatha community u,hiawatha c u school dist 426,hiawatha cusd 426",445.42
1601942702600,019,1997,2019,sycamore cusd 427,"sycamore community u,sycamore c u school dist 427,sycamore cusd 427",3461.48
1601942802600,019,1997,2019,dekalb cusd 428,"dekalb community uni,dekalb comm unit sch dist 428,dekalb cusd 428",5800.18
1601942902600,019,1997,2019,hinckley big rock cusd 429,"hinckley-big rock co,hinckley big rock c u s d 429,hinckley big rock cusd 429",641.84
1601943002600,019,1997,2019,sandwich cusd 430,"sandwich community u,sandwich community s,sandwich c u school dist 430,sandwich cusd 430",1759.92
1601943202600,019,1997,2019,somonauk cusd 432,"somonauk community u,somonauk c u school dist 432,somonauk cusd 432",739.83
1601943302600,019,1997,2000,malta community unit,"malta cu sch,malta community unit",224.64
1702001502600,020,1997,2019,clinton cusd 15,"clinton community un,clinton,clinton c u school dist 15,clinton cusd 15",1530.76
1702001802600,020,1997,2019,blue ridge cusd 18,"blue ridge c.u.s.d.,blue ridge c.u.s.d,blue ridge comm unit sch dist 18,blue ridge cusd 18",615.55
1705300402600,053,1997,2008,flanagan cusd 4,"flanagan  community,flanagan community u,flanagan c u school dist 4,flanagan cusd 4",342.52
1705300502600,053,1997,2019,woodland cusd 5,"woodland cu,woodland community u,woodland c u s,woodland c u s dist 5,woodland cusd 5",455.41
17053006J2600,053,1997,2019,tri point cusd 6-j,"tri-point,tri-point community,tri-point  community,tri point c u sch dist 6-j,tri point cusd 6-j",285.12
1705300802600,053,1997,2019,prairie central cusd 8,"prairie central comm,praire central commu,prairie central c u school dist 8,prairie central cusd 8",1626.73
1705307001600,053,1997,2008,cornell chsd 70,"cornell community hi,cornell community  h,cornell  community,cornell comm h s dist 70,cornell chsd 70",0
1705307402700,053,2009,2019,flanagan-cornell dist 74,"flanagan-cornell dist 74,flanagan-cornell dist 74**",295.72
1705309001700,053,1997,2019,pontiac twp hsd 90,"pontiac township hig,pontiac twp h s dist 90,pontiac twp hsd 90",564.93
1705323001700,053,1997,2019,dwight twp hsd 230,"dwight township high,dwight twp h s dist 230,dwight twp hsd 230",205.05
1705323200200,053,1997,2019,dwight common sd 232,"dwight common school,dwight common school dist 232,dwight common sd 232",474.51
1705342500400,053,1997,2019,rooks creek ccsd 425,"rooks creek communit,rooks creek c c sch dist 425,rooks creek ccsd 425",41.91
1705342600400,053,1997,2019,cornell ccsd 426,"cornell community co,cornell community  c,cornell c c sch dist 426,cornell ccsd 426",94.66
1705342900400,053,1997,2019,pontiac ccsd 429,"pontiac community co,pontiac c c school dist 429,pontiac ccsd 429",1087.37
1705343000400,053,1997,1997,pontiac - esmen  com,pontiac - esmen  com,34.7
1705343500400,053,1997,2019,odell ccsd 435,"odell community cons,odell comm cons school dist 435,odell ccsd 435",123.53
1705343800400,053,1997,2019,saunemin ccsd 438,"saunemin community c,saunemin c consol sch dist 438,saunemin ccsd 438",111.04
1705402102600,054,2015,2019,hartsburg emden cusd 21,hartsburg emden cusd 21,192.43
1705402302600,054,2015,2019,mt pulaski cusd 23,mt pulaski cusd 23,455.99
1705402700200,054,2015,2019,lincoln esd 27,lincoln esd 27,970.62
1705406100400,054,2015,2019,chester-east lincoln ccsd 61,chester-east lincoln ccsd 61,264.85
1705408800200,054,2015,2019,new holland-middletown ed 88,new holland-middletown ed 88,85.8
1705409200400,054,2015,2019,west lincoln-broadwell esd 92,west lincoln-broadwell esd 92,180.39
1705440401600,054,2015,2019,lincoln chsd 404,lincoln chsd 404,663.04
1706400202600,064,1997,2019,leroy cusd 2,"leroy community unit,leroy community unit sch dist 2,leroy cusd 2",720.47
1706400302600,064,1997,2019,tri valley cusd 3,"tri-valley community,tri-valley,tri valley c u school district 3,tri valley cusd 3",1031.94
1706400402600,064,1997,2019,heyworth cusd 4,"heyworth unit distri,heyworth community u,heyworth c u sch dist 4,heyworth cusd 4",840.86
1706400502600,064,1997,2019,mclean county usd 5,"mclean county unit s,mc lean county unit,mclean county unit dist no 5,mclean county usd 5",11691.86
1706400702600,064,1997,2019,lexington cusd 7,"lexington community,lexington,lexington c u sch dist 7,lexington cusd 7",463.62
1706400902600,064,1997,2003,chenoa c u school district 9,"chenoa  community un,chenoa community uni,chenoa  community  u,chenoa   community,chenoa c u school district 9",439.59
1706401002600,064,1997,2003,gridley c u sch dist 10,"gridley  community u,gridley community un,gridley  cusd 10,gridley c u sch dist 10",357.54
1706401602600,064,1997,2019,olympia cusd 16,"olympia community un,olympia c u school dist 16,olympia cusd 16",1598.06
1706401902600,064,1997,2019,ridgeview cusd 19,"ridgeview community,ridgeview comm unit sch dist 19,ridgeview cusd 19",550.31
1706408702500,064,1997,2019,bloomington sd 87,"bloomington public s,bloomington  public,bloomington sch dist 87,bloomington sd 87",4675.75
1902200200200,022,1997,2019,bensenville sd 2,"bensenville elementa,bensenville school district 2,bensenville sd 2",2041.35
1902200400200,022,1997,2019,addison sd 4,"addison school distr,addison school dist 4,addison sd 4",3572.31
1902200700200,022,1997,2019,wood dale sd 7,"wood dale school,wood dale school district 7,wood dale sd 7",987.74
1902201000200,022,1997,2019,itasca sd 10,"itasca school distri,itasca school,itasca school dist 10,itasca sd 10",934.82
1902201100200,022,1997,2019,medinah sd 11,"medinah elementary s,medinah school district 11,medinah sd 11",531.21
1902201200200,022,1997,2019,roselle sd 12,"roselle school distr,roselle school district 12,roselle sd 12",561.17
1902201300200,022,1997,2019,bloomingdale sd 13,"bloomingdale element,bloomingdale,bloomingdale school district 13,bloomingdale sd 13",1171.89
1902201500200,022,1997,2019,marquardt sd 15,"marquardt school dis,marquardt,marquardt school district 15,marquardt sd 15",2051.5
1902201600200,022,1997,2019,queen bee sd 16,"queen bee school dis,queen bee school district 16,queen bee sd 16",1659.25
1902202000200,022,1997,2019,keeneyville sd 20,"keeneyville public s,keeneyville school d,keeneyville school district 20,keeneyville sd 20",1382.59
1902202500200,022,1997,2019,benjamin sd 25,"benjamin school dist,benjamin school district 25,benjamin sd 25",570.62
1902203300200,022,1997,2019,west chicago esd 33,"west chicago element,west chicago school dist 33,west chicago elem school dist 33,west chicago esd 33",3785.66
1902203400200,022,1997,2019,winfield sd 34,"winfield public scho,winfield pubic schoo,winfield school district 34,winfield sd 34",266.2
1902204100200,022,1997,2019,glen ellyn sd 41,"glen ellyn school di,glen ellyn school district 41,glen ellyn sd 41",3137.38
1902204400200,022,1997,2019,lombard sd 44,"lombard school distr,lombard school district 44,lombard sd 44",2878.76
1902204500200,022,1997,2019,sd 45 dupage county,"villa park public sc,villa park school di,school district 45,,villa park school dist 45,sch district 45 dupage county,sd 45 dupage county",2954.88
1902204800200,022,1997,2019,salt creek sd 48,"salt creek school di,salt creek school dist 48,salt creek sd 48",422.11
1902205300200,022,1997,2019,butler sd 53,"butler elementary sc,butler school district 53,butler sd 53",501.7
1902205800200,022,1997,2019,downers grove gsd 58,"downers grove grade,downers grove grade sch dist 58,downers grove gsd 58",4202.36
1902206000200,022,1997,2019,maercker sd 60,"maercker,maercker school dist,maercker school district 60,maercker sd 60",1254.98
1902206100200,022,1997,2019,darien sd 61,"darien public school,darien school dist 61,darien sd 61",1317.72
1902206200200,022,1997,2019,gower sd 62,"gower school,gower school dist 62,gower sd 62",824.6
1902206300200,022,1997,2019,cass sd 63,"cass,cass school district,cass school dist 63,cass sd 63",681.45
1902206600200,022,1997,2019,center cass sd 66,"center cass,center cass school d,center cass school dist 66,center cass sd 66",1008.19
1902206800200,022,1997,2019,woodridge sd 68,"woodridge school dis,woodridge school dist 68,woodridge sd 68",2860.21
1902206900200,022,1997,2003,puffer hefty school dist 69,"puffer-hefty public,puffer-hefty school,puffer- hefty school,puffer hefty school dist 69",338.22
1902208601700,022,1997,2019,hinsdale twp hsd 86,"hinsdale township hi,hinsdale twp h s dist 86,hinsdale twp hsd 86",3892.9
1902208701700,022,1997,2019,glenbard twp hsd 87,"glenbard township hi,glenbard twp h s dist 87,glenbard twp hsd 87",7488.55
1902208801600,022,1997,2019,dupage hsd 88,"dupage high school d,du page high school dist 88,du page hsd 88,dupage hsd 88",3491.85
1902208900400,022,1997,2019,ccsd 89,"community consolidat,glen ellyn c c schoo,glen ellyn c c school dist 89,glen ellyn ccsd 89,ccsd 89",2099.24
1902209300400,022,1997,2019,ccsd 93,"community consolidat,community consolidated s d 93,ccsd 93",3411.05
1902209401600,022,1997,2019,chsd 94,"west chicago communi,community high schoo,community high sch district 94,chsd 94",1830.73
1902209901600,022,1997,2019,chsd 99,"dupage community hig,community high schoo,community hs dist 99,community high school dist 99,chsd 99",4436.96
1902210001600,022,1997,2019,fenton chsd 100,"fenton public school,fenton comm h s dist 100,fenton chsd 100",1304.42
1902210801600,022,1997,2019,lake park chsd 108,"lake park high schoo,lake park community,lake park comm h s dist 108,lake park chsd 108",2383.91
1902218000400,022,1997,2019,ccsd 180,"community consolidat,community cons sch dist 180,ccsd 180",542.89
1902218100400,022,1997,2019,hinsdale ccsd 181,"community consolidat,hinsdale c c school dist 181,c c school dist 181,hinsdale ccsd 181",3265.81
1902220002600,022,1997,2019,cusd 200,"community unit schoo,community unit school dist 200,cusd 200",11207.83
1902220102600,022,1997,2019,cusd 201,"westmont community u,westmon community un,westmont c u school dist 201,cusd 201",1173.92
1902220202600,022,1997,2019,lisle cusd 202,"lisle community unit,lisle c u sch dist 202,lisle cusd 202",1315.41
1902220302600,022,1997,2019,naperville cusd 203,"naperville community,naperville c u dist 203,naperville cud 203,naperville cusd 203",15602.86
1902220402600,022,1997,2019,indian prairie cusd 204,"indian prairie cu,indian prairie commu,indian prairie cusd,indian prairie c u sch dist 204,indian prairie cusd 204",25355.04
1902220502600,022,1997,2019,elmhurst sd 205,"elmhurst community u,elmhurst school dist 205,elmhurst sd 205",7780.66
2002400102600,024,1997,2019,edwards county cusd 1,"edwards county commu,edwards county c u sch dist 1,edwards county cusd 1",824.16
2003000702600,030,1997,2019,gallatin cusd 7,"gallatin county comm,gallatin c u school district 7,gallatin cusd 7",687.77
2003301002600,033,2015,2019,hamilton co cusd 10,hamilton co cusd 10,1124.07
2003500102600,035,1997,2019,hardin county cusd 1,"hardin county commun,hardin co comm unit dist 1,hardin county cusd 1",476.45
2007600102600,076,1997,2019,pope co cud 1,"pope county communit,pope county unit sch,pope co comm unit dist 1,pope co cud 1",478.38
2008300102600,083,1997,2019,galatia cusd 1,"galatia community un,galatia comm. unit s,galatia c u school dist 1,galatia cusd 1",363.26
2008300202600,083,1997,2019,carrier mills-stonefort cusd 2,"carrier mills - ston,carrier mills-stonef,carrier mills-stonefort cusd 2",421.23
2008300302600,083,1997,2019,harrisburg cusd 3,"harrisburg community,harrisburg c u school dist 3,harrisburg cusd 3",1669.15
2008300402600,083,1997,2019,eldorado cusd 4,"eldorado community u,eldorado comm unit district 4,eldorado cusd 4",1026.49
2009301702400,093,1997,2019,allendale ccsd 17,"allendale community,allendale c c school dist 17,allendale ccsd 17",127.7
2009334802600,093,1997,2019,wabash cusd 348,"wabash community uni,wabash c u sch dist 348,wabash cusd 348",1356.32
2009600600400,096,1997,2019,new hope ccsd 6,"new hope cc,new hope community c,new hope c c school dist 6,new hope ccsd 6",163.46
2009601400400,096,1997,2019,geff ccsd 14,"geff community conso,geff c c school district 14,geff ccsd 14",91.16
2009601700400,096,1997,2019,jasper ccsd 17,"jasper  community co,jasper community con,jasper comm cons school dist 17,jasper ccsd 17",165.48
2009601900400,096,1997,2003,merriam comm cons school dist 19,"merriam communtiy co,merriam community co,merriam comm cons school dist 19",99.01
2009610002600,096,1997,2019,wayne city cusd 100,"wayne city community,wayne city c u school dist 100,wayne city cusd 100",482.54
2009611200400,096,1997,2019,fairfield psd 112,"fairfield public sch,fairfield public school dist 112,fairfield psd 112",549.38
2009620002600,096,1997,2019,north wayne cusd 200,"north wayne communit,north wayne c u s d,north wayne c u school dist 200,north wayne cusd 200",351.09
2009622501600,096,1997,2019,fairfield comm h s dist 225,"fairfield comm sch,fairfield community,fairfield comm h s dist 225",385.71
2009700102600,097,1997,2019,grayville cusd 1,"grayville community,grayville c u school dist 1,grayville cusd 1",280.62
2009700302600,097,1997,2019,norris city-omaha-enfield cusd 3,"norris city-omaha-en,norris city-omaha-enfield cusd 3",663.95
2009700502600,097,1997,2019,carmi-white county cusd 5,"carmi white county c,carmi-white county c u s dist 5,carmi-white county cusd 5",1249.23
2102803400200,028,1997,1999,christopher school,"christopher elementa,christopher school",517.87
2102803801600,028,1997,1999,christopher chsd 38,"christopher comm hs,christopher comm h s,christopher chsd 38",223.55
2102804700400,028,1997,2019,benton ccsd 47,"benton community con,benton comm cons sch dist 47,benton ccsd 47",1023.62
2102806200200,028,1997,2007,thompsonville sd 62,"thompsonville grade,thompsonville school district 62,thompsonville sd 62",206.98
2102809100400,028,1997,2019,akin ccsd 91,"akin community conso,akin comm cons sch,akin comm cons school dist 91,akin ccsd 91",81.13
2102809902600,028,2000,2019,christopher usd 99,"christopher unit sch,christopher unit 99,christopher usd 99",736.15
2102810301300,028,1997,2019,benton cons hsd 103,"benton consolidated,benton cons high school dist 103,benton cons hsd 103",531.58
2102811000400,028,1997,2005,logan comm cons sch dist 110,"logan comm cons,logan community cons,logan comm cons sch dist 110",42.08
2102811201600,028,1997,2007,thompsonville chsd 112,"thompsonville commun,thompsonville comm h,thompsonville comm h s dist 112,thompsonville chsd 112",83.6
2102811500400,028,1997,2019,ewing northern ccsd 115,"ewing-northern commu,ewing-northern c.c.s,ewing northern c c district 115,ewing northern ccsd 115",194.01
2102816802600,028,1997,2019,frankfort cusd 168,"frankfort community,frankfort comm unit sch dist 168,frankfort cusd 168",1429.97
2102817402600,028,2008,2019,thompsonville cusd 174,thompsonville cusd 174,302.12
2102818802600,028,1997,2019,zeigler-royalton cusd 188,"zeigler-royalton c.u,zeigler-royalton com,zeigler -royalton co,zeigler-royalton c u s dist 188,zeigler-royalton cusd 188",526.82
2102819602600,028,1997,2019,sesser-valier cusd 196,"sesser-valier commun,sesser-valier c.u.s.,sesser-valier comm unit s d 196,sesser-valier cusd 196",572.46
2104400102600,044,2015,2019,goreville cud 1,goreville cud 1,500.3
2104403200300,044,2015,2019,new simpson hill sd 32,new simpson hill sd 32,221.76
2104404300300,044,2015,2019,buncombe cons sd 43,buncombe cons sd 43,54.21
2104405500200,044,2015,2019,vienna sd 55,vienna sd 55,368.09
2104406400200,044,2015,2019,cypress sd 64,cypress sd 64,107.17
2104413301700,044,2015,2019,vienna hsd 133,vienna hsd 133,344.26
2106100102600,061,2015,2019,massac ud 1,massac ud 1,1843.44
2106103802600,061,2015,2019,joppa-maple grove ud 38,joppa-maple grove ud 38,226.33
2110000102600,100,1997,2019,johnston city cusd 1,"johnston city commun,johnston city c u sch dist 1,johnston city cusd 1",1014.94
2110000202600,100,1997,2019,marion cusd 2,"community unit schoo,marion cusd 2,marion comm unit sch dist 2",3698.04
2110000302600,100,1997,2019,crab orchard cusd 3,"crab orchard communi,crab orchard c u sch dist 3,crab orchard cusd 3",459.61
2110000402600,100,1997,2019,herrin cusd 4,"herrin unit district,herrin c u sch dist 4,herrin cusd 4",2261.01
2110000502600,100,1997,2019,carterville cusd 5,"carterville communit,carterville unit dis,carterville c u sch dist 5,carterville cusd 5",1950.36
2202900102600,029,1997,2014,astoria cusd 1,"astoria community un,astoria comm unit sch dist 1,astoria cusd 1",315.6
2202900202600,029,1997,2014,v i t cusd 2,"v.i.t. community uni,v i t comm unit sch district 2,v i t cusd 2",324.15
2202900302600,029,1997,2014,cusd 3 fulton county,"cuba community unit,comm unit sch dist 3 fulton cty,cusd 3 fulton county",453.98
2202900402600,029,1997,2014,spoon river valley cusd 4,"spoon river valley c,spoon river valley c u s dist 4,spoon river valley cusd 4",333.71
2202906602500,029,1997,2014,canton union sd 66,"canton union school,canton union school dist 66,canton union sd 66",2414.79
2202908700200,029,1997,1997,st. david grade scho,st. david grade scho,53.27
2202909702600,029,1998,2014,lewistown cusd 97,"lewistown community,lewistown school dist 97,lewistown cusd 97",667.04
2202914100200,029,1997,1997,lewistown grade scho,lewistown grade scho,455.98
2202917602600,029,1997,2013,avon cusd 176,"avon community unit,avon comm unit sch dist 176,avon cusd 176",222.96
2202926502600,029,1997,1997,farmington central c,farmington central c,1384.23
2202934000300,029,1997,1997,prichard clark conso,prichard clark conso,49.23
2202934101600,029,1997,1997,lewistown com. high,lewistown com. high,293.09
2208500102600,085,1997,2005,schuyler co c u sch dist 1,"schuyler county comm,schuyler co c u sch dist 1",1067.8
2208500502600,085,2006,2014,schuyler-industry cusd 5,schuyler-industry cusd 5,1071.49
2403200102600,032,1997,2019,coal city cusd 1,"coal city cu school,coal city community,coal city c u school district 1,coal city cusd 1",1994.65
24032002C0200,032,1997,2019,mazon-verona-kinsman esd 2c,"mazon - verona - kin,mazon-verona-kinsman,mazon-verona-kinsman esd 2c",289.16
24032024C0400,032,1997,2019,nettle creek ccsd 24c,"nettle creek cc sch,nettle creek communi,nettle creek c c sch dist 24c,nettle creek ccsd 24c",88.02
2403205400200,032,1997,2019,morris sd 54,"morris school,morris elementary sc,morris school district 54,morris sd 54",1062.74
24032060C0400,032,1997,2019,saratoga ccsd 60c,"saratoga community c,saratoga comm cons s dist 60c,saratoga ccsd 60c",716.46
24032072C0400,032,1997,2019,gardner ccsd 72c,"gardner comm cons,gardner community co,gardner comm cons sch dist 72c,gardner ccsd 72c",167.56
2403207301700,032,1997,2019,gardner s wilmington twp hsd 73,"gardner s wilming hs,gardner-south wilmin,gardner s wilmington ths dist 73,gardner s wilmington twp hsd 73",186.26
2403207400300,032,1997,2019,south wilmington ccsd 74,"south wilmington gra,south wilmington con,south wilmington cons sch dist 74,south wilmington ccsd 74",71.02
2403207500200,032,1997,2019,braceville sd 75,"braceville sch,braceville elementar,braceville school dist 75,braceville sd 75",93.62
2403210101600,032,1997,2019,morris chsd 101,"morris community hig,morris comm high sch dist 101,morris chsd 101",775.02
2403211101600,032,1997,2019,minooka chsd 111,"minooka community hi,minooka comm h s district 111,minooka chsd 111",2398.58
2403220100400,032,1997,2019,minooka ccsd 201,"minooka community co,minooka comm cons s dist 201,minooka ccsd 201",4408.33
2404701801600,047,1997,2019,newark chsd 18,"newark community hig,newark comm high sd,newark comm h s dist 18,newark chsd 18",150.67
2404706600400,047,1997,2019,newark ccsd 66,"newark grade school,newark comm cons sch dist 66,newark ccsd 66",211.71
2404708802600,047,1997,2019,plano cusd 88,"plano community  uni,plano community unit,plano comm unit school dist 88,plano cusd 88",2164.32
2404709000400,047,1997,2019,lisbon ccsd 90,"lisbon community con,lisbon comm cons sch dist 90,lisbon ccsd 90",103.31
2404711502600,047,1997,2019,yorkville cusd 115,"yorkville cu sch,yorkville community,yorkville comm unit sch dist 115,yorkville cusd 115",5366.01
2404730802600,047,1997,2019,cusd 308,"oswego community uni,oswego community sch,oswego comm unit school dist 308,oswego cusd 308,cusd 308",16602.01
2503301002600,033,1997,2014,hamilton co cusd 10,"hamilton county comm,hamilton co c u school dist 10,hamilton co cusd 10",1161.84
2504100102600,041,1997,2014,waltonville cusd 1,"waltonville communit,waltonville c u school dist 1,waltonville cusd 1",320.88
2504100200400,041,1997,2014,rome ccsd 2,"rome community conso,rome consolidated co,rome comm cons school dist 2,rome ccsd 2",282.98
2504100300400,041,1997,2014,field ccsd 3,"field community cons,field comm cons school dist 3,field ccsd 3",281.63
2504100400400,041,1997,2014,woodlawn ccsd 4,"woodlawn community c,woodlawn comm cons sch dist 4,woodlawn ccsd 4",301.45
2504100500400,041,1997,2014,opdyke-belle-rive ccsd 5,"opdyke-belle rive co,opdyke-belle-rive cc sch dist 5,opdyke-belle-rive ccsd 5",183.48
2504100600400,041,1997,2014,grand prairie ccsd 6,"grand prairie commun,grand prairie c c sch dist 6,grand prairie ccsd 6",67.83
2504100700400,041,1997,2014,dodds ccsd 7,"dodds community cons,dodds comm cons school dist 7,dodds ccsd 7",126.21
2504100800400,041,1997,2014,ina ccsd 8,"ina community consol,ina comm cons school dist 8,ina ccsd 8",101.52
2504101200400,041,1997,2014,mcclellan ccsd 12,"mcclellan comm cons,mcclellan community,mcclellan c c school dist 12,mcclellan ccsd 12",60.69
2504107900200,041,1997,2014,summersville sd 79,"summersville grade s,symmersville grade s,summersville school dist 79,summersville sd 79",246.69
2504108000200,041,1997,2014,mount vernon sd 80,"mt. vernon city scho,mount vernon school dist 80,mount vernon sd 80",1404.2
2504108200200,041,1997,2014,bethel sd 82,"bethel grade school,bethel school district 82,bethel sd 82",152.72
2504109900400,041,1997,2014,farrington ccsd 99,"farrington c c sch,farrington community,farrington c c school dist 99,farrington ccsd 99",57.33
2504111400400,041,1997,2014,bluford ccsd 114,"bluford community co,bluford ccsd 114,bluford communtiy co,bluford c c school dist 114",259.18
2504120101700,041,1997,2014,mt vernon twp hsd 201,"mt vernon twp h sch,mount vernon townshi,mt. vernon township,mt vernon twp h s dist 201,mt vernon twp hsd 201",979.72
2504120401700,041,1997,2014,webber twp hsd 204,"webber township high,webber township h s dist 204,webber twp hsd 204",107.47
2504120501600,041,1997,2014,woodlawn chsd 205,"woodlawn high school,woodlawn comm h s dist 205,woodlawn chsd 205",168.75
2602900102600,029,2015,2019,astoria cusd 1,astoria cusd 1,307.24
2602900202600,029,2015,2019,v i t cusd 2,v i t cusd 2,291.9
2602900302600,029,2015,2019,cusd 3 fulton county,cusd 3 fulton county,387.33
2602900402600,029,2015,2019,spoon river valley cusd 4,spoon river valley cusd 4,283.89
2602906602500,029,2015,2019,canton union sd 66,canton union sd 66,2183.22
2602909702600,029,2015,2019,lewistown cusd 97,lewistown cusd 97,585.6
2603430701600,034,2008,2019,illini west h s dist 307,illini west h s dist 307,287.98
2603431602600,034,1997,2019,warsaw cusd 316,"warsaw cu sch,community unit schoo,warsaw comm unit sch district 316,warsaw cusd 316",367.83
2603431700400,034,2008,2019,carthage esd 317,carthage esd 317,383.11
2603432502600,034,1997,2019,nauvoo-colusa cusd 325,"nauvoo-colusa unit s,nauvoo-colusa commun,nauvoo-colusa c u s dist 325,nauvoo-colusa cusd 325",227.83
2603432700400,034,2008,2019,dallas esd 327,dallas esd 327,177.89
2603432802400,034,1997,2019,hamilton ccsd 328,"hamilton comm con,hamilton community c,hamilton c c school dist 328,hamilton ccsd 328",526.43
2603433502600,034,1997,2007,la harpe cusd 335,"laharpe community un,laharpe comm unit sch dist 335,la harpe cusd 335",399.5
2603433602600,034,1997,2007,dallas cusd 336,"dallas community uni,dallas city c u sch dist 336,dallas cusd 336",220.01
2603433702600,034,1997,2019,southeastern cusd 337,"southeastern communi,southeastern c u sch dist 337,southeastern cusd 337",426.19
2603433802600,034,1997,2007,carthage cusd 338,"carthage community u,carthage comm unit sch dist #338,carthage cusd 338",687.45
2603434700400,034,2008,2019,la harpe csd 347,la harpe csd 347,190.64
2606210302600,062,2005,2019,west prairie cusd 103,west prairie cusd 103,559.42
2606216502600,062,1997,2005,industry c u sch dist 165,"industry community u,industry c u sch dist 165",174.43
2606217002600,062,1997,2019,bushnell prairie city cusd 170,"bushnell prairie cit,bushnell prairie city cus d 170,bushnell prairie city cusd 170",598.29
2606217502600,062,1997,2003,northwest c u sch district 175,"northwest community,northwest c u sch district 175",378.09
2606218002600,062,1997,2003,colchester c u school dist 180,"colchester community,colchester c u school dist 180",434.45
2606218502600,062,1997,2019,macomb cusd 185,"macomb community uni,macomb comm unit sch dist 185,macomb cusd 185",1803.95
2608500502600,085,2015,2019,schuyler-industry cusd 5,schuyler-industry cusd 5,937.48
2703611502600,036,1997,2005,union community unit sch dist 115,"union school distric,union c.u.s.d.,union community unit,union community unit sch dist 115",626.72
2703612002600,036,1997,2005,southern c u school dist 120,"southern community u,southern c u school dist 120",417.51
2703623502600,036,2006,2014,west central cusd 235,west central cusd 235,842.95
2706620102600,066,1997,2009,aledo cusd 201,"aledo community unit,aledo comm unit sch dist 201,aledo cusd 201",826.63
2706620302600,066,1997,2009,westmer cusd 203,"westmer community un,westmer comm unit sch dist 203,westmer cusd 203",462.6
2706640402600,066,2010,2014,mercer county school district 404,mercer county school district 404,1263.23
2709403802200,094,1997,2005,monmouth unit sch dist 38,"monmouth school dist,monmouth unit sch dist 38",1258.05
2709420002600,094,1997,2005,roseville c u sch dist 200,"roseville community,roseville c u sch dist 200",304.34
2709422202600,094,1997,2003,warren c u sch dist 222,"warren community uni,warren school distri,warren c u sch dist 222",353.19
2709422502600,094,1997,2007,yorkwood cusd 225,"yorkwood community u,yorkwood cusd,yorkwood c.u.s.d.,yorkwood c u sch dist 225,yorkwood cusd 225",321.43
2709423802600,094,2006,2014,monmouth-roseville cusd 238,monmouth-roseville cusd 238,1534.06
2709430402600,094,2005,2014,united cusd 304,united cusd 304,893.4
2709440002600,094,1997,2003,alexis c u sch dist 400,"alexis community uni,alexis community sch,alexis c.u.s.d.,alexis cusd,alexis c u sch dist 400",283.69
2800601700400,006,1997,2019,ohio ccsd 17,"ohio community conso,ohio comm cons school dist 17,ohio ccsd 17",62.21
2800608400400,006,1997,2019,malden ccsd 84,"malden community con,malden comm cons sch dist 84,malden ccsd 84",81.67
2800609200200,006,1997,2017,cherry sd 92,"cherry grade school,cherry school dist 92,cherry sd 92",53.04
2800609400400,006,1997,2019,ladd ccsd 94,"ladd community conso,ladd comm cons school dist 94,ladd ccsd 94",184.45
2800609800200,006,1997,2019,dalzell sd 98,"dalzell grade school,dalzell school district 98,dalzell sd 98",53.08
2800609900400,006,1997,2019,spring valley ccsd 99,"spring valley commun,spring valley c c sch dist 99,spring valley ccsd 99",565.82
2800610302200,006,1997,2019,depue usd 103,"depue community unit,depue community scho,depue communiy schoo,depue unit school dist 103,depue usd 103",361.49
2800611500200,006,1997,2019,princeton esd 115,"princeton elementary,princeton elem school dist 115,princeton esd 115",964.73
2800617500400,006,1997,2012,leepertown ccsd 175,"leepertown c c,leepertown c c sch dist 175,leepertown ccsd 175",40.06
2800630302600,006,1997,2019,la moille cusd 303,"la moille community,la moille c u school dist 303,la moille cusd 303",193.4
2800630702400,006,1997,2011,neponset ccsd 307,"neponset community u,neponset com cons dist 307,neponset ccsd 307",119.21
2800634002600,006,1997,2019,bureau valley cusd 340,"bureau valley commun,bureau valley cusd 340",969.45
2800650001500,006,1997,2019,princeton hsd 500,"princeton township h,princeton twp hs,princeton high sch dist 500,princeton hsd 500",500.69
2800650201700,006,1997,2019,hall hsd 502,"hall township high s,hall high sch dist 502,hall hsd 502",391.65
2800650501600,006,1997,2019,ohio chsd 505,"ohio community high,ohio community h s dist 505,ohio chsd 505",25.4
