district number,county,fy_min,fy_max,name,names,pop
0100100102600,001,1997,2019,payson cusd 1,"community unit schoo,payson cusd 1,payson comm unit school dist 1",520.76
0100100202600,001,1997,2019,liberty cusd 2,"liberty community un,liberty cusd,liberty comm unit school dist 2,liberty cusd 2",604.82
0100100302600,001,1997,2019,central cusd 3,"community unit schoo,camp point c u school dist 3,central cusd #3,central cusd 3",781.19
0100100402600,001,1997,2019,cusd 4,"mendon community uni,community unit school dist 4,cusd 4",631.47
0100117202200,001,1997,2019,quincy sd 172,"quincy school distri,quincy school district 172,quincy sd 172",5548.71
0100500102600,005,2015,2019,brown county cusd 1,brown county cusd 1,661.7
0100901502600,009,2015,2019,beardstown cusd 15,beardstown cusd 15,1297.3
0100906402600,009,2015,2019,virginia cusd 64,virginia cusd 64,267.38
0100926202600,009,2015,2019,a-c central cusd 262,a-c central cusd 262,354.78
0106900102600,069,2015,2019,franklin cusd 1,franklin cusd 1,258.27
0106900602600,069,2015,2019,waverly cusd 6,waverly cusd 6,283.32
0106901102600,069,2015,2019,meredosia-chambersburg cusd 11,meredosia-chambersburg cusd 11,156.48
0106902702600,069,2015,2019,triopia cusd 27,triopia cusd 27,355.63
0106911702200,069,2015,2019,jacksonville sd 117,jacksonville sd 117,3020.95
0107500102600,075,1997,2007,barry cusd 1,"barry community unit,barry comm unit school dist 1,barry cusd 1",351.93
0107500202600,075,1997,2007,west pike cusd 2,"west pike community,west pike comm unit sch dist 2,west pike cusd 2",224.72
0107500302600,075,1997,2019,pleasant hill cusd 3,"pleasant hill commun,pleasant hill c u sch dist 3,pleasant hill cusd 3",290.35
0107500402600,075,1997,2019,griggsville-perry cusd 4,"griggsville perry cu,griggsville perry,griggsville-perry cu,griggsville-perry c u sch dist 4,griggsville-perry cusd 4",331.63
0107501002600,075,1997,2019,pikeland cusd 10,"pikeland community u,pikeland c u sch dist 10,pikeland cusd 10",1085.71
0107501202600,075,2008,2019,western cusd 12,"western usd 12,western cusd 12",560.6
0108600102600,086,2015,2019,winchester cusd 1,winchester cusd 1,568.84
0108600202600,086,2015,2019,scott-morgan cusd 2,scott-morgan cusd 2,211.83
0200200102200,002,1997,2014,cairo usd 1,"cairo unit sch,cairo school distric,cairo unit school district 1,cairo usd 1",437.56
0200200502600,002,1997,2014,egyptian cusd 5,"egyptian community u,egyptian community s,egyptian comm unit sch dist 5,egyptian cusd 5",477.4
0204400102600,044,1997,2014,goreville cud 1,"goreville community,goreville comm unit dist 1,goreville cud 1",540.32
0204403200300,044,1997,2014,new simpson hill sd 32,"new simpson hill sch,new simpson hill cons dist 32,new simpson hill sd 32",205.08
0204404300300,044,1997,2014,buncombe cons sd 43,"buncombe school dist,buncombe cons school dist 43,buncombe cons sd 43",61.6
0204405500200,044,1997,2014,vienna sd 55,"vienna public school,vienna school dist 55,vienna sd 55",395.86
0204406400200,044,1997,2014,cypress sd 64,"cypress elementary s,cypress school dist 64,cypress sd 64",120.95
0204413301700,044,1997,2014,vienna hsd 133,"vienna high school,vienna h s district 133,vienna hsd 133",305.07
0206100102600,061,1997,2014,massac ud 1,"massac county commun,massac unit district #1,massac ud 1",1984.14
0206103802600,061,1997,2014,joppa-maple grove ud 38,"joppa-maple grove,joppa-maple grove sc,joppa-maple grove unit dist 38,joppa-maple grove ud 38",256.93
0207710002600,077,1997,2014,century cusd 100,"century community  u,century community un,century comm unit sch dist 100,century cusd 100",376.58
0207710102600,077,1997,2014,meridian cusd 101,"meridian community u,meridian c u sch district 101,meridian cusd 101",506.43
0209101600400,091,1997,2014,lick creek ccsd 16,"lick creek community,lick creek c c sch district 16,lick creek ccsd 16",117.09
0209101702200,091,1997,2014,cobden sud 17,"cobden unit school d,cobden sch unit dist 17,cobden sud 17",538.53
0209103700400,091,1997,2014,anna ccsd 37,"anna community conso,anna community  cons,anna c c sch dist 37,anna ccsd 37",670.02
0209104300400,091,1997,2014,county of union sch dist no43,"jonesboro community,jonesboro c c school dist 43,jonesboro ccsd 43,county of union sch dist no43",374.49
0209106602200,091,1997,2014,dongola usd 66,"dongola unit school,dongola sch unit dist 66,dongola sud 66,dongola usd 66",242.28
0209108101600,091,1997,2014,anna jonesboro chsd 81,"anna-jonesboro commu,anna jonesboro commu,anna jonesboro comm h s dist 81,anna jonesboro chsd 81",415.16
0209108402600,091,1997,2014,shawnee cusd 84,"shawnee unit school,shawnee c u sch dist 84,shawnee cusd 84",323.05
0300300102600,003,1997,2019,mulberry grove cusd 1,"mulberry grove commu,mulberry grove c u sch dist 1,mulberry grove cusd 1",376.05
0300300202600,003,1997,2019,bond county cusd 2,"bond county communit,bond co c u school dist 2,bond county cusd 2",1702.32
0301100102600,011,2015,2019,morrisonville cusd 1,morrisonville cusd 1,268.25
0301100302600,011,2015,2019,taylorville cusd 3,taylorville cusd 3,2150.28
0301100402600,011,2015,2019,edinburg cusd 4,edinburg cusd 4,202.12
0301100802600,011,2015,2019,pana cusd 8,pana cusd 8,1150.8
0301101402400,011,2015,2019,south fork sd 14,south fork sd 14,257.13
0302501002600,025,1997,2019,altamont cusd 10,"altamont community u,altamont comm unit sch dist 10,altamont cusd 10",601.17
0302502002600,025,1997,2019,beecher city cusd 20,"beecher city communi,beecher city c u school dist 20,beecher city cusd 20",286.52
0302503002600,025,1997,2019,dieterich cusd 30,"dieterich cu,dieterich community,dietrich community u,dieterich comm unit sch dist 30,dieterich cusd 30",499.81
0302504002600,025,1997,2019,effingham cusd 40,"effingham community,effingham comm unit sch dist 40,effingham cusd 40",2294.85
0302505002600,025,1997,2019,teutopolis cusd 50,"teutopolis community,teutopolis c u school dist 50,teutopolis cusd 50",965.95
0302620102600,026,1997,2019,brownstown cusd 201,"brownstown community,brownstown c u sch dist 201,brownstown cusd 201",333.04
0302620202600,026,1997,2019,st elmo cusd 202,"st. elmo community u,st elmo community un,st elmo c u school dist 202,st elmo cusd 202",397.34
0302620302600,026,1997,2019,vandalia cusd 203,"vandalia community s,vandalia community,vandalia c u sch dist 203,vandalia cusd 203",1270.68
0302620402600,026,1997,2019,ramsey cusd 204,"ramsey community uni,ramsey comm unit sch dist 204,ramsey cusd 204",406.32
0306800202600,068,2015,2019,panhandle cusd 2,panhandle cusd 2,429.42
0306800302600,068,2015,2019,hillsboro cusd 3,hillsboro cusd 3,1530.32
0306801202600,068,2015,2019,litchfield cusd 12,litchfield cusd 12,1308.14
0306802202600,068,2015,2019,nokomis cusd 22,nokomis cusd 22,602.47
0400410002600,004,1997,2019,belvidere cusd 100,"belvidere community,belvidere c u sch dist 100,belvidere cusd 100",7176.61
0400420002600,004,1997,2019,north boone cusd 200,"north boone communit,north boone c u sch dist 200,north boone cusd 200",1513.76
0410112202200,101,1997,2019,harlem ud 122,"harlem consolidated,harlem conslidated,harlem unit district,harlem unit dist 122,harlem ud 122",5940.48
0410113100400,101,1997,2019,kinnikinnick ccsd 131,"kinnikinnick communi,kinnikinnick c c sch dist 131,kinnikinnick ccsd 131",1600.48
0410113300400,101,1997,2019,prairie hill ccsd 133,"prairie hill communi,prairie hill c c sch dist 133,prairie hill ccsd 133",662.54
0410113400400,101,1997,2019,shirland ccsd 134,"shirland community c,shirland c c school dist 134,shirland ccsd 134",101.19
0410114000400,101,1997,2019,rockton sd 140,"rockton,rockton school distr,rockton sch dist 140,rockton sd 140",1466.33
0410120502500,101,1997,2019,rockford sd 205,"rockford public scho,rockford school dist 205,rockford sd 205",24902.98
0410120701600,101,1997,2019,hononegah chd 207,"hononegah community,hononegah comm h s dist 207,hononegah chd 207",1802.54
0410132002600,101,1997,2019,county of winnebago sd 320,"south beloit communi,south beloit c u sch dist 320,south beloit cusd 320,county of winnebago sd 320",827.31
0410132102600,101,1997,2019,pecatonica cusd 321,"pecatonica community,pecatonica c u sch dist 321,pecatonica cusd 321",812.72
0410132202600,101,1997,2019,durand cusd 322,"durand community uni,durand c u sch dist 322,durand cusd 322",541.24
0410132302600,101,1997,2019,winnebago cusd 323,"winnebago community,winnebago c u sch dist 323,winnebago cusd 323",1216.74
0501601500400,016,1997,2019,palatine ccsd 15,"community consolidat,palatine c c school dist 15,palatine ccsd 15",10649.4
0501602100400,016,1997,2019,wheeling ccsd 21,"wheeling cc sch,community consolidat,wheeling c c s d 21,wheeling cc school d,wheeling c c school dist 21,wheeling ccsd 21",5506.64
0501602300200,016,1997,2019,prospect heights sd 23,"prospect heights,prospect hghts sch,prospect heights pub,prospect heights sch,prospect heights school dist 23,prospect heights sd 23",1408.4
0501602500200,016,1997,2019,arlington heights sd 25,"arlington heights pu,arlington heights sc,arlington heights sch dist 25,arlington heights sd 25",4941.09
0501602600200,016,1997,2019,river trails sd 26,"river trails school,river trails school dist 26,river trails sd 26",1490.77
0501602700200,016,1997,2019,northbrook esd 27,"northbrook school di,northbrook elem school dist 27,northbrook esd 27",1196.8
0501602800200,016,1997,2019,northbrook sd 28,"northbrook elementar,northbrook school di,northbrook school dist 28,northbrook sd 28",1721.32
0501602900200,016,1997,2019,sunset ridge sd 29,"sunset ridge school,sunset ridge school dist 29,sunset ridge sd 29",444.65
0501603000200,016,1997,2019,northbrook/glenview sd 30,"northbrook-glenview,northbrook glenview,northbrook - glenvie,northbrook/glenview sch dist 30,northbrook/glenview sd 30",1118.72
0501603100200,016,1997,2019,west northfield sd 31,"west northfield scho,west northfield school dist 31,west northfield sd 31",807.68
0501603400400,016,1997,2019,glenview ccsd 34,"glenview community c,glenview c c school dist 34,glenview ccsd 34",4261.53
0501603500200,016,1997,2019,glencoe sd 35,"glencoe school distr,glencoe school dist 35,glencoe sd 35",1094.86
0501603600200,016,1997,2019,winnetka sd 36,"the winnetka public,winnetka school dist 36,winnetka sd 36",1517.95
0501603700200,016,1997,2019,avoca sd 37,"avoca public schools,avoca  public school,avoca school distric,avoca school dist 37,avoca sd 37",688.22
0501603800200,016,1997,2019,kenilworth sd 38,"kenilworth school di,kenilworth school dist 38,kenilworth sd 38",443.56
0501603900200,016,1997,2019,wilmette sd 39,"wilmette public scho,wilmette school dist 39,wilmette sd 39",3149.46
0501605400400,016,1997,2019,schaumburg ccsd 54,"schaumburg community,schaumburg c c school dist 54,schaumburg ccsd 54",14293.44
0501605700200,016,1997,2019,mount prospect sd 57,"mount prospect schoo,mount prospect school dist 57,mount prospect sd 57",2101.51
0501605900400,016,1997,2019,comm cons sd 59,"community consolidat,comm cons sch dist 59,comm cons sd 59",6199.45
0501606200400,016,1997,2019,ccsd 62,"community consolidat,des plaines c c sch dist 62,ccsd 62",3907.34
0501606300200,016,1997,2019,east maine sd 63,"east maine school di,east maine s dist 63,east maine school dist 63,east maine sd 63",2928.76
0501606400400,016,1997,2019,park ridge ccsd 64,"comm cons sch dist,park ridge c c sch,community consolidat,park ridge cc school,park ridge c c school dist 64,park ridge ccsd 64",4301.2
0501606500400,016,1997,2019,evanston ccsd 65,"evanston skokie,evanston/skokie scho,community consolidat,evanston c c school dist 65,evanston ccsd 65",7230.19
0501606700200,016,1997,2019,golf esd 67,"golf elementary scho,golf elementary  sch,golf elem school dist 67,golf esd 67",664.9
0501606800200,016,1997,2019,skokie sd 68,"skokie school distri,skokie school dist 68,skokie sd 68",1660.31
0501606900200,016,1997,2019,skokie sd 69,"skokie school distri,skokie elementary sc,skokie elementary,skokie school dist 69,skokie sd 69",1622.32
0501607000200,016,1997,2019,morton grove sd 70,"morton grove school,morton grove public,morton grove school dist 70,morton grove sd 70",776.78
0501607100200,016,1997,2019,niles esd 71,"niles elementary,niles elementary sch,niles elem school dist 71,niles esd 71",535.79
0501607200200,016,1997,2019,fairview sd 72,"skokie fairview,fairview school,skokie fairview school dist 72,fairview sd 72",675.75
0501607300200,016,1997,2019,east prairie sd 73,"east prairie school,east prairie school dist 73,east prairie sd 73",467.54
0501607350200,016,1997,2019,skokie sd 73-5,"skokie elementary sc,skokie school dist 73-5,skokie sd 73-5",964.39
0501607400200,016,1997,2019,lincolnwood sd 74,"lincolnwood school d,lincolnwood school dist 74,lincolnwood sd 74",1135.56
0501620201700,016,1997,2019,evanston twp hsd 202,"evanston township hi,evanston twp h s dist 202,evanston twp hsd 202",3175.53
0501620301700,016,1997,2019,new trier twp hsd 203,"new trier township h,new trier twp h s dist 203,new trier twp hsd 203",3740.92
0501620701700,016,1997,2019,maine township hsd 207,"maine township high,maine township h s dist 207,maine township hsd 207",5745.38
0501621101700,016,1997,2019,township hsd 211,"township high school,township h s dist,township h s dist 211,township hsd 211",11200.88
0501621401700,016,1997,2019,township hsd 214,"township high school,township high school dist 214,township hsd 214",11115.97
0501621901700,016,1997,2019,niles twp hsd 219,"niles township high,niles twp comm high sch dist 219,niles twp chsd 219,niles twp hsd 219",4123.64
0501622501700,016,1997,2019,northfield twp hsd 225,"northfield township,northfield twp high sch dist 225,northfield twp hsd 225",4854.96
0601607800200,016,1997,2019,rosemont esd 78,"rosemont elementary,rosemont elem school dist 78,rosemont esd 78",180.07
0601607900200,016,1997,2019,pennoyer sd 79,"pennoyer school dist,pennoyer school dist 79,pennoyer sd 79",400.54
0601608000200,016,1997,2019,norridge sd 80,"norridge,norridge school dist,norridge school dist 80,norridge sd 80",993.38
0601608100200,016,1997,2019,schiller park sd 81,"schiller park school,schiller park school dist 81,schiller park sd 81",1345.64
0601608300200,016,1997,2019,mannheim sd 83,"mannheim school dist,mannheim school dist 83,mannheim sd 83",2298.9
0601608400200,016,1997,2019,franklin park sd 84,"franklin park public,franklin park school dist 84,franklin park sd 84",1220.85
0601608450200,016,1997,2019,rhodes sd 84-5,"rhodes,rhodes school dist 84-5,rhodes sd 84-5",572.03
0601608550200,016,1997,2019,river grove sd 85-5,"river grove school d,river grove school dist 85-5,river grove sd 85-5",684.62
0601608600200,016,1997,2019,union ridge sd 86,"union ridge elementa,union ridge school dist 86,union ridge sd 86",585.57
0601608700200,016,1997,2019,berkeley sd 87,"berkeley school,berkeley school dist,school district no.,berkeley school dist 87,berkeley sd 87",2294.45
0601608800200,016,1997,2019,bellwood sd 88,"bellwood school,cook county school d,bellwood s d 88,bellwood school dist 88,bellwood sd 88",2250.22
0601608900200,016,1997,2019,maywood-melrose park-broadview 89,"maywood melrose park,maywd,mel pk,brdvw s,maywood, melrose par,maywood-melrose park-broadview-89,maywood-melrose park-broadview 89",4086.41
0601609000200,016,1997,2019,river forest sd 90,"river forest sch,river forest public,river forest school dist 90,river forest sd 90",1311.59
0601609100200,016,1997,2019,forest park sd 91,"forest park public s,forest park school dist 91,forest park sd 91",659.51
0601609200200,016,1997,2019,lindop sd 92,"lindop school distri,cook county school d,lindop school district 92,lindop sd 92",395.5
0601609250200,016,1997,2019,westchester sd 92-5,"westchester public s,westchester school dist 92-5,westchester sd 92-5",1044.32
0601609300200,016,1997,2019,hillside sd 93,"hillside sch dist 93,cook county school d,hillside school dist 93,hillside sd 93",391.64
0601609400200,016,1997,2019,komarek sd 94,"komarek school distr,komarek school dist 94,komarek sd 94",461.43
0601609500200,016,1997,2019,brookfield lagrange park sd 95,"brookfield,brookfield school,cook county school d,brookfield school dist 95,brookfield lagrange park sd 95",1047.76
0601609600200,016,1997,2019,riverside sd 96,"riverside school,riverside school dist 96,riverside sd 96",1380.42
0601609700200,016,1997,2019,oak park esd 97,"oak park public scho,oak park school dist,oak park elem school dist 97,oak park esd 97",5717.26
0601609800200,016,1997,2019,berwyn north sd 98,"berwyn north school,berwyn north school dist 98,berwyn north sd 98",2634.07
0601609900200,016,1997,2019,cicero sd 99,"cicero public school,cicero public scools,cicero school district 99,cicero sd 99",10317.12
0601610000200,016,1997,2019,berwyn south sd 100,"south berwyn school,berwyn south school district 100,berwyn south sd 100",3357.91
0601610100200,016,1997,2019,western springs sd 101,"western springs,western springs sch,cook county school d,western springs school dist 101,western springs sd 101",1360.89
0601610200200,016,1997,2019,la grange sd 102,"lagrange dist 102,elementary school di,elementary school,la grange school dist 102,la grange sd 102",2959.5
0601610300200,016,1997,2019,lyons sd 103,"lyons elementary sch,lyons school dist 103,lyons sd 103",1847.57
0601610500200,016,1997,2019,la grange sd 105 south,"lagrange south,cook county school d,la grange school dist 105 (south),la grange sd 105 south",1269.93
0601610600200,016,1997,2019,lagrange highlands sd 106,"lagrange highlands,cook county school d,lagrange highlands sch dist 106,lagrange highlands sd 106",878.79
0601610700200,016,1997,2019,pleasantdale sd 107,"pleasantdale sch 107,cook county school d,pleasantdale school,pleasantdale school dist 107,pleasantdale sd 107",787.3
0601620001300,016,1997,2019,oak park - river forest sd 200,"oak park and river f,oak park & river forest dist 200,oak park - river forest sd 200",3117.17
0601620101700,016,1997,2019,j s morton hsd 201,"j. sterling morton h,j s morton h s district 201,j s morton hsd 201",7122.03
0601620401700,016,1997,2019,lyons twp hsd 204,"lyons township high,lyons twp h s dist 204,lyons twp hsd 204",3756.58
0601620801700,016,1997,2019,riverside-brookfield twp sd 208,"riverside brookfield,riverside brookfield twp dist 208,riverside-brookfield twp sd 208",1533.41
0601620901700,016,1997,2019,proviso twp hsd 209,"proviso township hig,proviso twp h s dist 209,proviso twp hsd 209",3543.65
0601621201600,016,1997,2019,leyden chsd 212,"leyden high school d,leyden comm h s dist 212,leyden chsd 212",3067.17
0601623401600,016,1997,2019,ridgewood chsd 234,"ridgewood high schoo,ridgewood comm h s dist 234,ridgewood chsd 234",762.43
0601640102600,016,1997,2019,elmwood park cusd 401,"elmwood park communi,elmwood park c u sch dist 401,elmwood park cusd 401",2477.4
0701610400200,016,1997,2019,summit sd 104,"summit,cook county school d,summit school dist 104,summit sd 104",1472.88
0701610800200,016,1997,2019,willow springs sd 108,"willow springs 108,cook county school d,willow springs school dist 108,willow springs sd 108",332.08
0701610900200,016,1997,2019,indian springs sd 109,"indian springs schoo,indian springs sd 10,indian springs school dist 109,indian springs sd 109",2490.97
0701611000200,016,1997,2019,central stickney sd 110,"sahs,central stickney sd,central stickney sch,central stickney sch dist 110,central stickney sd 110",360.94
0701611100200,016,1997,2019,burbank sd 111,"burbank school distr,burbank school district 111,burbank sd 111",3294.32
07016113A0200,016,1997,2019,lemont-bromberek csd 113a,"lemont bromberek,lemont - bromberek c,lemont-bromberek com,lemont-bromberek csd 113a",1907.8
0701611700200,016,1997,2019,north palos sd 117,"north palos elementa,north palos school dist 117,north palos sd 117",3162.04
0701611800400,016,1997,2019,palos ccsd 118,"palos community cons,palos comm cons school dist 118,palos ccsd 118",1842.48
0701612200200,016,1997,2019,ridgeland sd 122,"ridgeland public sch,ridgeland school district 122,ridgeland sd 122",2150.75
0701612300200,016,1997,2019,oak lawn-hometown sd 123,"oak lawn - hometown,oak lawn-hometown sc,oak lawn-hometown sch dist 123,oak lawn-hometown sd 123",2966.22
0701612400200,016,1997,2019,evergreen park esd 124,"evergreen park eleme,evergreen pk elem sch dist 124,evergreen park esd 124",1707.87
0701612500200,016,1997,2019,atwood heights sd 125,"atwood heights,atwood heights district 125,atwood heights sd 125",594.06
0701612600200,016,1997,2019,alsip-hazlgrn-oaklwn sd 126,"alsip, hazelgreen an,alsip-hazlgrn-oaklwn s dist 126,alsip-hazlgrn-oaklwn sd 126",1438.32
0701612700200,016,1997,2019,worth sd 127,"worth school distric,worth school district 127,worth sd 127",895.8
0701612750200,016,1997,2019,chicago ridge sd 127-5,"chicago ridge public,chicago ridge school dist 127-5,chicago ridge sd 127-5",1315.76
0701612800200,016,1997,2019,palos heights sd 128,"palos heights,palos heights school dist 128,palos heights sd 128",656.47
0701613000200,016,1997,2019,cook county sd 130,"blue island school d,district 130 public,cook county school dist 130,cook county sd 130",3237.13
0701613200200,016,1997,2019,calumet public sd 132,"calumet public sch,calumet public schoo,calumet public schools dist 132,calumet public sd 132",806.69
0701613300200,016,1997,2019,gen george patton sd 133,"general george s. pa,gen geo patton sd133,gen geo patton school dist 133,gen george patton sd 133",226.68
0701613500200,016,1997,2019,orland sd 135,"orland park elementa,orland school district 135,orland sd 135",4911.13
0701614000200,016,1997,2019,kirby sd 140,"kirby school distric,kirby school dist 140,kirby sd 140",3327.75
0701614200200,016,1997,2019,forest ridge sd 142,"forest ridge school,forest ridge school dist 142,forest ridge sd 142",1541.08
0701614300200,016,1997,2019,midlothian sd 143,"midlothian school di,midlothian school dist 143,midlothian sd 143",1595.41
0701614350200,016,1997,2019,posen-robbins esd 143-5,"posen-robbins elemen,posen-robbins el sch dist 143-5,posen-robbins esd 143-5",1300.51
0701614400200,016,1997,2019,prairie-hills esd 144,"prairie - hills elem,prairie-hills elemen,prairie-hills elem sch dist 144,prairie-hills esd 144",2657.86
0701614500200,016,1997,2019,arbor park sd 145,"arbor park,arbor park school di,arbor park school district 145,arbor park sd 145",1211.03
0701614600400,016,1997,2019,ccsd 146,"community consolidat,tinley park communit,tinley park comm sch dist 146,tinley park ccsd 146,ccsd 146",2302.83
0701614700200,016,1997,2019,w harvey-dixmoor psd 147,"west-harvey dixmoor,cook,w harvey-dixmoor pub sch dist147,w harvey-dixmoor psd 147",939.12
0701614800200,016,1997,2019,dolton sd 148,"dolton school distri,dolton school district 148,dolton sd 148",1960.81
0701614900200,016,1997,2019,dolton sd 149,"cook county school d,dolton school d 149,dolton school district 149,dolton sd 149",2396.42
0701615000200,016,1997,2019,south holland sd 150,"south holland,south holland school,cook county school d,south holland school dist 150,south holland sd 150",873.45
0701615100200,016,1997,2019,south holland sd 151,"south holland 151,south holland school,cook county school d,south holland school dist 151,south holland sd 151",1511.62
0701615200200,016,1997,2019,harvey sd 152,"harvey public school,harvey school distri,harvey school district 152,harvey sd 152",1728.49
0701615250200,016,1997,2019,hazel crest sd 152-5,"hazel crest school d,hazel crest school dist 152-5,hazel crest sd 152-5",899.28
0701615300200,016,1997,2019,homewood sd 153,"homewood school dist,cook county school d,homewood school district 153,homewood sd 153",1806.24
0701615400200,016,1997,2019,thornton sd 154,"thornton dist 154,cook county school d,thornton school district 154,thornton sd 154",187.36
0701615450200,016,1997,2019,burnham sd 154-5,"burnham elementary s,burnham school district 154-5,burnham sd 154-5",181.53
0701615500200,016,1997,2019,calumet city sd 155,"calumet city school,calumet city school district 155,calumet city sd 155",915.13
0701615600200,016,1997,2019,lincoln esd 156,"lincoln elementary s,lincoln elem school dist 156,lincoln esd 156",794.39
0701615700200,016,1997,2019,hoover-schrum memorial sd 157,"hoover-schrum memori,hoover - schrum memo,hoover-schrum memorial sd 157",784.03
0701615800200,016,1997,2019,lansing sd 158,"lansing elementary s,lansing school district 158,lansing sd 158",2360.4
0701615900200,016,1997,2019,esd 159,"matteson elementary,elem school district 159,esd 159",1669.26
0701616000200,016,1997,2019,country club hills sd 160,"country club hills s,country club hills sch dist 160,country club hills sd 160",1174.51
0701616100200,016,1997,2019,flossmoor sd 161,"flossmoor school,flossmoor school dis,flossmoor school district 161,flossmoor sd 161",2123.87
0701616200200,016,1997,2019,matteson esd 162,"matteson elementary,matteson elem school dist 162,matteson esd 162",2425.15
0701616300200,016,1997,2019,park forest sd 163,"park forest sch,park forest school d,park forest/chicago,park forest school dist 163,park forest sd 163",1630.69
0701616700200,016,1997,2019,brookwood sd 167,"brookwood,brookwood school dis,brookwood school dist 167,brookwood sd 167",971.43
0701616800400,016,1997,2019,ccsd 168,"comm cons sch,community consolodat,community consolidat,comm cons school dist 168,ccsd 168",1161.86
0701616900200,016,1997,2019,ford heights sd 169,"ford heights sch,ford heights school,ford heights school district 169,ford heights sd 169",411.84
0701617000200,016,1997,2019,chicago heights sd 170,"chicago heights sch,chicago heights scho,chicago heights school dist 170,chicago heights sd 170",2741.61
0701617100200,016,1997,2019,sunnybrook sd 171,"sunnybrook school,sunnybrook school di,sunnybrook school district 171,sunnybrook sd 171",915.01
0701617200200,016,1997,2019,sandridge sd 172,"sandridge,sandridge school dis,sandridge school district 172,sandridge sd 172",310.58
0701619400200,016,1997,2019,steger sd 194,"steger school,steger sch dist,steger school distri,steger school district 194,steger sd 194",1318.78
0701620501700,016,1997,2019,thornton twp hsd 205,"thornton township hi,thornton twp h s dist 205,thornton twp hsd 205",4261.29
0701620601700,016,1997,2019,bloom twp hsd 206,"bloom twp hs,bloom township schoo,bloom township high,bloom twp high sch dist 206,bloom twp hsd 206",2547.76
0701621001700,016,1997,2019,lemont twp hsd 210,"lemont twp hs,lemont township high,lemont twp h s dist 210,lemont twp hsd 210",1249.88
0701621501700,016,1997,2019,thornton fractional twp hsd 215,"thornton fractional,thornton fractional t h s d 215,thornton fractional twp hsd 215",3034.82
0701621701600,016,1997,2019,argo chsd 217,"argo community high,argo comm h s dist 217,argo chsd 217",1766.47
0701621801600,016,1997,2019,chsd 218,"community high schoo,community high school dist 218,chsd 218",4856.61
0701622001700,016,1997,2019,reavis twp hsd 220,"reavis high school,reavis twp h s dist 220,reavis twp hsd 220",1696.34
0701622701700,016,1997,2019,rich twp hsd 227,"rich township high s,rich township,rich township hsd 22,rich twp h s district 227,rich twp hsd 227",3031.34
0701622801600,016,1997,2019,bremen chsd 228,"bremen community hig,bremen comm h s district 228,bremen chsd 228",4340.75
0701622901600,016,1997,2019,oak lawn chsd 229,"oak lawn cu,oak lawn community h,oak lawn commutnity,oak lawn comm h s dist 229,oak lawn chsd 229",1735.27
0701623001300,016,1997,2019,cons hsd 230,"consolidated high sc,cons high school district 230,cons hsd 230",6948.91
0701623101600,016,1997,2019,evergreen park chsd 231,"evergreen park commu,evergreen park comm hi sch d 231,evergreen park chsd 231",759.55
0701623301600,016,1997,2019,homewood flossmoor chsd 233,"homewood flossmoor,homewood - flossmoor,homewood flossmoor c h s d 233,homewood flossmoor chsd 233",2603.22
0800830002600,008,1997,2005,savanna cud 300,"savanna community un,savanna community unit dist 300,savanna cud 300",679.04
0800830102600,008,1997,2005,thomson com unit dist 301,"thomson community un,thomson com unit dist 301",242.7
0800830402600,008,1997,2005,mt carroll comm unit dist 304,"mt. carroll communit,mt carroll comm unit dist 304",456.52
0800830802600,008,1997,2019,eastland cusd 308,"eastland community u,eastland comm unit sch dist 308,eastland cusd 308",583.88
0800831402600,008,2006,2019,west carroll cusd 314,west carroll cusd 314,860.95
0800839902600,008,1997,2019,chadwick-milledgeville cusd 399,"chadwick-milledgevil,chadwick/milledgevil,chadwick-milledgeville cusd 399",417.67
0804311902200,043,1997,2019,east dubuque usd 119,"east dubuque unit,east dubuque unit sch dist 119,east dubuque usd 119",547.29
0804312002200,043,1997,2019,galena usd 120,"galena unit school,galena unit district,galena unit,galena unit school dist 120,galena usd 120",778.44
0804320502600,043,1997,2019,warren cusd 205,"warren cu,warren community uni,warren cusd 205,warren community  un,warren comm unit school dist 205",341.76
0804320602600,043,1997,2019,stockton cusd 206,"stockton cu school,stockton community u,stockton cusd 206,stockton c u school dist 206",538.9
0804321002600,043,1997,2019,river ridge cusd 210,"river ridge communit,river ridge c u sch dist 210,river ridge cusd 210",429.54
0804321102600,043,1997,2019,scales mound cusd 211,"scales mound communi,scales mound c u sch district 211,scales mound cusd 211",240.49
0808914502200,089,1997,2019,freeport sd 145,"freeport school,freeport school dist 145,freeport sd 145",3409.22
0808920002600,089,1997,2019,pearl city cusd 200,"pearl city community,pearl city c u sch dist 200,pearl city cusd 200",415.1
0808920102600,089,1997,2019,dakota cusd 201,"dakota community uni,dakota comm unit sch dist 201,dakota cusd 201",732.22
0808920202600,089,1997,2019,lena winslow cusd 202,"lena-winslow communi,lena winslow c u sch dist 202,lena winslow cusd 202",768.57
0808920302600,089,1997,2019,orangeville cusd 203,"orangeville communit,orangeville c u school dist 203,orangeville cusd 203",289.53
0901000102600,010,1997,2019,fisher cusd 1,"community unit schoo,fisher c u district,fisher c u school district 1,fisher cusd 1",563.66
0901000302600,010,1997,2019,mahomet-seymour cusd 3,"mahomet seymour cu,mahomet-seymour comm,mahomet seymour sd 3,mahomet-seymour c u sch dist 3,mahomet-seymour cusd 3",2966.04
